"ID";"P02_A";"P03";"P04_A";"P04_B";"P05";"P06_A";"P06_B";"P07";"P08_A";"P08_B";"P09";"P10";"P11";"P12";"P13_A";"P13_B";"P14";"P15";"P16_A";"P16_B";"P17";"P18";"P19_B";"P19_C";"P19_D";"P19_E";"P20";"P21_A";"P21_B_1";"P21_B_2";"P21_B_3";"P21_B_4";"P21_B_5";"P21_B_6";"P21_B_7";"P21_8A";"P21_8B";"P21_B_9";"P21_B_10";"P21_B_11";"P21_B_12";"P22";"P23_A";"P23_B";"P23_C";"P23_D";"P23_E";"P23_F";"P23_G";"P23_H";"P23_I";"P24_A";"P24_B";"P24_C";"P24_D";"P25_A";"P25_B";"P25_E";"P26";"P27_A";"V05";"V07";"V08_A";"V08_B";"V09_A";"V09_B";"V09_C";"V09_D";"V10";"V11";"V12_1";"V12_2";"V12_3";"V12_4";"VD_P27_B";"VD12_5";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"W1";"W2"
"3166";26;2;1;2;1;3;;1;1;2;2;3;5;3;1;1;1;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;1;2;2;2;1;1;1;1;3;3;3;3;3;3;1;2;2;1;2;2;1;2;2;3;1;2;3;3;1;1;;;1;2;3;1;0;1;1;8;0;2;2;3;3;1;1;2;2;2;20907410,4102155;9185405,92676254;27097050,3254786;12966305,9052789;14013646,6711406;0,795664170993237;22321,2494232858
"3167";15;2;2;;1;4;;1;1;2;3;3;2;3;1;2;1;3;2;2;1;6;1;1;1;1;1;2;;;;;;;;;;;;;;1;2;1;1;1;3;3;3;1;1;2;2;2;2;2;1;2;2;2;2;3;3;1;1;;;5;1;4;0;0;0;0;;1;1;3;3;3;1;1;3;1;2;6773138,38201185;2440573,74107289;9643625,74810525;4331620,75185869;5475108,39068382;0,56143908756424;19023,2750166973
"3168";26;2;1;2;1;3;;1;2;1;3;3;1;2;1;2;1;3;2;1;2;4;2;2;2;2;1;1;2;2;2;2;1;2;1;1;2;1;2;1;2;1;1;2;2;2;2;3;2;3;3;1;1;1;2;2;2;2;97;1;1;1;4;1;1;;;6;1;97;0;0;0;0;97;1;2;2;1;4;1;1;97;1;2;22937254,8699374;9185405,92676254;10746878,5794495;6474733,97617184;14013646,6711406;0,795664170993237;9958,58903759549
"3169";52;1;2;;4;3;;2;2;2;2;2;1;2;2;;1;2;2;1;1;2;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;1;1;1;2;2;;;;;;;;;;1;1;2;2;2;2;2;4;2;1;1;3;1;2;2;1;;1;97;97;97;97;97;;97;5;1;1;3;2;2;97;1;3;6471216,17364217;3709383,01387224;4472565,30371772;3698976,34110253;5140756,49169244;2,35660905292318;97663,4396499803
"3170";23;1;2;;1;5;6;2;1;1;3;3;1;2;1;2;1;3;2;2;3;6;1;2;2;1;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;3;3;2;2;3;2;2;2;1;1;1;2;2;2;2;4;3;1;2;2;2;;3;2;0;0;0;0;;1;2;1;4;3;3;2;1;3;1;20907410,4102155;13054252,8137814;419562,47967567;12966305,9052789;19136323,710005;0,229544988272734;3413,03584185812
"3171";29;2;2;;1;5;3;2;2;2;3;3;5;2;1;2;1;3;2;1;2;3;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;3;3;2;1;97;1;1;2;2;2;2;1;1;1;3;4;1;1;;;97;1;3;0;0;0;0;1;1;2;5;3;4;1;1;2;1;1;22937254,8699374;7668933,99399618;27097050,3254786;6474733,97617184;19136323,710005;1,2480489490795;26825,6531164558
"3172";11;2;1;1;4;1;;3;2;2;97;97;3;2;2;;1;2;2;2;1;6;2;2;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;97;1;2;2;1;2;1;4;2;1;3;3;2;2;2;2;;1;2;1;0;0;1;;0;1;2;3;2;3;2;1;1;2;6858908,59017553;2888659,36430057;9643625,74810525;2424907,60474098;5475108,39068382;0,131557759684479;2443,73310542608
"3173";28;1;2;;2;3;;2;1;2;3;3;2;3;1;2;2;2;1;2;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;3;3;3;3;2;2;2;2;1;2;97;2;2;2;1;3;4;2;2;2;2;;2;3;0;0;0;0;;1;2;4;3;4;3;2;2;2;2;22937254,8699374;6001726,88331152;27097050,3254786;6474733,97617184;14013646,6711406;0,153357284914487;1342,53433016263
"3174";27;2;1;1;3;5;1;2;2;1;3;3;1;3;2;;1;3;2;2;1;1;1;2;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;2;1;2;2;4;1;2;1;3;2;1;;;5;5;1;1;0;0;1;1;0;2;2;1;2;1;1;1;3;3;20907410,4102155;9185405,92676254;10746878,5794495;7314042,008035;10694694,8990073;0,194395766255748;3843,3456931367
"3175";51;2;1;2;4;1;;2;2;2;3;3;6;2;2;;2;3;2;2;1;2;97;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;;;;;;;;;;2;1;2;2;1;2;2;4;2;1;3;3;1;1;;;1;2;2;0;0;0;0;;1;5;2;3;3;1;1;1;2;1;6471216,17364217;2714476,69930958;6771368,0568895;3698976,34110253;3921361,82450623;0,286800299223655;9170,21346156869
"3176";15;2;2;;97;5;3;2;1;2;3;2;6;2;1;3;1;2;1;1;1;6;2;1;2;1;1;2;;;;;;;;;;;;;;1;3;3;3;3;3;3;3;3;3;1;1;2;2;1;2;2;2;2;2;3;3;1;1;;;5;2;4;1;0;0;1;;0;1;3;3;3;1;1;3;2;2;6773138,38201185;2440573,74107289;9643625,74810525;4331620,75185869;5475108,39068382;0,56143908756424;19023,2750166973
"3177";16;2;2;;1;3;;1;1;1;2;2;2;2;1;2;1;1;2;1;3;6;2;1;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;2;1;2;1;2;4;2;2;5;3;1;1;;;1;4;3;1;0;1;1;;0;1;1;4;3;1;1;2;3;2;6773138,38201185;4671519,09130945;199780,14287558;4331620,75185869;5475108,39068382;0,0234754682078933;345,232955889429
"3178";27;2;2;;4;2;;3;2;2;1;1;1;2;2;;1;3;1;1;1;2;2;1;1;1;3;1;2;1;1;2;;;2;;;;2;2;2;;;;;;;;;;;1;1;2;2;2;2;2;4;1;1;1;1;;2;2;2;;1;97;1;0;0;1;1;0;2;5;1;1;3;2;97;1;1;22937254,8699374;7668933,99399618;10746878,5794495;17089583,3906671;19136323,710005;0,388791532511496;45541,9582773271
"3179";15;97;2;;4;1;;2;2;2;97;3;4;3;2;;1;2;1;1;1;3;2;2;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;1;2;2;2;4;1;1;3;2;2;2;1;;5;1;2;0;0;0;0;1;1;1;2;3;1;1;1;1;1;2;6858908,59017553;2888659,36430057;9643625,74810525;4476107,8973058;5475108,39068382;2,8071954378212;136856,889907154
"3180";14;1;2;;2;3;;2;1;2;2;3;3;3;1;2;1;2;2;2;2;4;1;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;1;1;1;1;2;1;1;2;2;3;2;1;2;2;2;2;2;1;1;2;2;2;3;4;1;1;;;5;1;2;0;0;0;0;;1;1;2;3;4;1;1;1;1;2;6773138,38201185;2888659,36430057;9643625,74810525;2399410,71828191;5475108,39068382;0,0461849661679657;873,124938790283
"3181";11;2;1;2;3;1;;2;2;2;2;2;97;3;2;;1;2;1;1;2;6;2;1;2;2;1;1;2;1;2;1;1;2;1;1;2;2;1;1;1;2;;;;;;;;;;2;1;1;2;1;1;1;4;1;2;2;3;1;1;;;1;4;3;0;0;0;0;1;1;1;2;2;3;1;1;2;3;1;6773138,38201185;2888659,36430057;1206040,59428661;4331620,75185869;4488406,66344907;0,0657788798422396;2440,77283885582
