"ID";"P03";"P05";"P06";"P07";"P08";"P09";"P10";"P11_1";"P11_2";"P11_3";"P12";"P13";"P14";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_1";"P18_2";"P18_3";"P18_4";"P19";"P20_1";"P20_2";"P20_3";"P20_4";"P20_5";"P20_6";"P21_1";"P21_2";"P21_3";"P21_4";"P22";"P23";"P27";"P29";"P30";"P31";"P32";"P33";"P34";"P35";"P37";"P38";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"W1";"W2";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_TRAB"
"81";15;1;2;1;5;4;3;2;2;2;3;2;3;1;2;1;1;1;2;1;4;1;2;4;1;1;1;3;4;1;1;1;3;4;4;4;;2;3;2;1;2;6;1;1;4;97;2;1;3;2;2;2;97;1;1;0,901935031467357;8855,19656071565;20598732,7713667;12210356,2330292;27680342,4585361;6779353,17294315;3546646,40439905
"82";7;2;2;1;2;4;3;1;2;1;2;2;1;1;2;1;3;2;3;2;3;2;2;2;1;2;2;2;3;2;2;97;3;4;2;4;;1;5;2;2;1;;;1;2;2;5;3;4;1;1;1;1;1;3;0,135960135840707;3532,00200812996;6576785,59605944;2422682,73111292;155974,71444362;4043947,93463002;7845449,59832215
"83";19;1;2;3;8;2;2;2;2;2;3;2;97;97;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;3;97;3;1;;2;3;2;2;1;;;3;4;97;3;3;3;1;1;1;97;3;2;1,56230955803067;60675,5742244032;33575137,8555733;12559183,0844821;27019219,8719441;20407356,954315;42303566,6020097
"84";10;2;2;2;5;3;3;2;2;2;2;2;97;1;97;2;3;2;3;97;2;2;2;3;2;2;2;97;3;2;2;97;3;3;4;97;;1;3;1;;1;;;1;2;2;2;1;3;1;1;1;1;1;2;7,77928426917938;867998,332475705;23109951,3510767;12210356,2330292;27680342,4585361;18999137,1726723;21249094,3854223
"85";24;2;2;1;7;1;1;1;2;2;2;2;1;1;2;1;4;1;3;3;2;2;2;3;1;1;1;1;4;3;1;3;4;2;4;1;;1;1;4;2;2;3;;1;4;97;4;1;1;4;2;2;97;1;1;0,500909338938383;4107,71512875106;12541491,9498028;5846938,38397908;17934317,9494049;5285096,07002619;1261096,76224488
"86";12;2;3;1;5;4;3;2;2;2;2;2;1;1;2;1;3;2;3;2;4;1;2;3;3;1;1;2;2;1;2;1;4;4;4;97;;1;3;3;2;1;;;1;2;97;5;4;3;2;1;1;97;1;1;0,278299223371858;4846,98958530526;6576785,59605944;1986741,61793614;6774440,12421244;2119512,79353112;7845449,59832215
"87";7;2;3;1;4;3;3;2;2;2;1;2;2;2;;2;2;2;3;3;3;2;2;2;1;2;3;3;4;3;3;3;4;4;4;2;;1;5;3;1;2;4;;2;1;1;5;2;4;3;3;2;1;2;3;1,08768108672565;13555,0925738225;6576785,59605944;2556764,80999093;155974,71444362;3442194,137924;3878461,00883685
"88";22;1;2;2;5;4;3;2;2;2;3;2;2;1;2;1;2;1;2;1;3;2;2;3;3;2;2;2;2;2;2;1;2;3;2;3;2;1;3;3;2;2;4;;1;1;2;1;1;3;2;2;2;1;1;2;0,797501100521667;6697,46225699978;6782295,47091322;4323565,77363878;9550655,77936565;2353760,06971147;972423,15925125
"89";17;1;97;1;5;4;3;2;2;2;97;2;1;1;2;1;2;4;3;4;3;1;2;4;1;1;1;3;1;3;1;3;97;4;4;3;97;1;3;3;2;2;6;2;1;1;2;2;4;3;2;3;2;1;1;3;0,821584648082701;39269,82398337;23109951,3510767;6394384,36569069;27680342,4585361;6779353,17294315;18912943,3326221
"90";3;2;3;1;5;3;2;2;2;2;2;2;3;1;2;2;3;2;2;2;97;2;3;2;2;2;3;2;3;2;2;3;3;3;2;3;2;2;3;2;2;2;1;;2;1;2;1;4;3;1;3;2;1;2;1;0,175301493433816;22459,1074677195;6445651,30382502;1719164,17150939;9550655,77936565;4880767,54450081;4904549,87655466
"91";9;1;3;1;2;2;1;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;3;1;1;1;1;3;3;2;4;4;2;4;1;;1;3;4;1;2;1;;2;2;4;5;2;3;4;3;2;3;2;2;0,321052016154404;8501,56119563766;6576785,59605944;2556764,80999093;6774440,12421244;2974499,82286506;3878461,00883685
"92";11;3;2;2;7;1;2;1;1;2;1;2;3;1;2;2;2;1;2;2;97;1;2;3;1;1;2;3;4;2;1;4;2;3;4;1;;2;1;3;1;1;;;1;3;3;3;2;1;3;1;1;2;1;2;1,42980105230214;69189,3309220271;33575137,8555733;13759966,5114431;36246752,5612894;22358434,1987158;42303566,6020097
"93";9;2;2;1;2;1;1;1;2;2;2;97;2;2;;97;97;1;97;4;97;1;97;4;2;97;97;97;1;97;97;1;1;3;4;2;;2;3;4;2;1;;;10;4;3;5;2;3;4;1;1;2;3;1;0,23908128862562;4945,68644659758;6003369,09289076;2556764,80999093;6774440,12421244;2974499,82286506;7845449,59832215
"94";15;2;3;1;1;2;1;2;2;2;2;2;1;1;3;1;3;2;2;3;2;2;2;2;2;1;2;2;2;3;1;3;3;3;4;2;;1;1;3;1;2;6;1;10;1;3;2;1;1;3;2;2;2;3;3;0,450967515733679;7986,63926377327;23109951,3510767;12210356,2330292;10459729,3625997;11625346,6476257;3546646,40439905
"95";18;3;3;3;3;2;3;1;2;2;1;1;2;1;1;2;2;2;3;3;2;2;2;3;2;2;2;3;2;3;2;2;3;4;3;3;3;1;3;3;1;2;7;;2;4;2;4;2;3;3;3;2;1;2;2;1,1631842440441;27713,3124677957;12541491,9498028;4544842,78151702;4807349,31831882;6496943,75539045;8116994,2648156
"96";18;1;1;1;3;2;1;1;1;1;1;1;1;1;3;2;3;2;2;2;2;1;2;2;1;3;2;4;3;2;2;3;2;3;2;3;2;2;1;4;1;1;;;2;2;4;4;4;1;4;1;1;3;2;1;0,258475127501189;5368,74931340062;11515515,6430074;4145961,67702737;17934317,9494049;5285096,07002619;14678916,5657496
"97";12;1;2;1;2;4;2;2;2;2;3;2;1;1;3;3;2;2;2;3;2;2;2;2;2;2;2;2;3;2;2;2;2;3;2;1;;1;3;2;1;2;4;;2;1;3;5;1;3;2;3;2;2;2;1;0,556598446743716;30891,3949119329;6576785,59605944;3401595,02358408;6774440,12421244;2119512,79353112;3878461,00883685
"98";13;2;3;1;2;4;3;1;1;2;1;1;1;1;3;1;3;2;4;4;3;2;1;2;2;1;1;3;3;2;2;1;1;1;2;2;;2;3;4;1;1;;;1;4;5;5;1;3;4;1;1;3;1;3;0,18599876064069;6658,45188525375;6003369,09289076;3401595,02358408;6774440,12421244;2974499,82286506;7845449,59832215
"99";5;3;3;3;4;1;1;1;1;2;1;2;1;1;2;1;2;2;3;2;1;1;2;3;1;1;1;2;4;2;2;3;4;2;4;1;;2;2;4;1;1;;;4;3;4;2;4;2;4;1;1;3;3;3;0,377585133947486;15631,1102939973;20598732,7713667;6394384,36569069;5222082,34936612;6304847,12920219;21249094,3854223
"100";16;2;1;2;5;4;3;2;2;2;3;2;2;1;97;4;2;3;3;3;2;1;2;4;1;3;1;4;2;2;2;2;2;3;4;4;;2;1;3;2;1;;;10;3;97;2;1;1;2;1;1;97;3;3;0,856122689759204;46360,2284953589;20598732,7713667;12210356,2330292;10459729,3625997;6779353,17294315;21249094,3854223
"101";8;3;3;2;5;4;2;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;1;2;3;1;1;1;2;3;1;4;4;3;3;3;1;1;3;4;1;2;6;1;1;4;2;3;4;3;4;2;2;1;1;2;0,861387802953049;2891,52456287941;37785788,021294;11827409,4960741;27019219,8719441;16986541,0890921;5621158,26628468
"102";18;2;2;1;6;2;2;1;2;2;2;2;1;1;2;1;1;2;2;1;1;1;2;2;3;1;1;1;2;2;1;1;2;4;1;2;;1;1;4;1;2;2;;2;2;2;4;5;1;4;3;2;1;2;1;0,516950255002377;14503,0227986917;12541491,9498028;5343809,44930734;17934317,9494049;5285096,07002619;8116994,2648156
"103";23;2;2;2;3;3;2;2;2;2;2;2;3;1;1;1;2;1;3;2;4;1;97;3;1;4;3;4;3;4;2;1;2;3;4;97;;1;1;3;1;2;2;;1;4;2;4;5;1;3;3;2;1;1;1;0,893330991488366;38893,4044514222;12541491,9498028;5343809,44930734;17934317,9494049;6496943,75539045;8116994,2648156
"104";14;1;1;1;2;3;3;2;2;2;3;2;1;1;2;1;2;1;3;2;2;1;2;2;2;1;2;2;3;2;1;2;3;2;2;4;;1;3;3;1;1;;;1;4;2;1;2;3;3;1;1;1;1;2;0,0973842465429481;2677,92298270411;6782295,47091322;2817899,63437748;9550655,77936565;3745107,25072326;7350973,73893233
"105";2;2;2;1;2;2;3;2;2;2;2;2;1;1;2;1;2;2;3;2;2;2;3;3;1;2;1;3;3;2;1;2;4;3;4;1;;1;3;3;2;2;3;;1;2;2;2;1;3;2;3;2;1;1;1;0,781957643027918;56166,0503118481;23109951,3510767;12210356,2330292;27680342,4585361;6779353,17294315;18912943,3326221
"106";16;3;3;3;5;1;1;1;2;2;1;2;1;1;2;1;4;1;2;3;1;2;1;3;1;2;1;4;3;2;2;2;4;4;4;3;3;1;3;3;1;2;6;1;8;;2;2;2;3;3;2;2;1;3;2;0,856122689759204;5600,34755303247;23109951,3510767;8924923,73398304;27680342,4585361;11625346,6476257;3546646,40439905
"107";18;2;1;2;6;1;1;2;1;2;1;2;1;1;2;1;4;1;4;4;1;1;1;4;3;1;1;1;4;3;4;3;4;1;4;1;;1;4;3;1;1;;;8;;3;4;1;4;3;1;1;2;3;1;0,516950255002377;6174,75872144956;12541491,9498028;5846938,38397908;199972,0774623;6496943,75539045;14678916,5657496
"108";7;2;2;2;4;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;3;2;1;2;2;1;2;3;2;3;97;4;2;3;4;3;2;2;3;4;1;1;;;1;2;97;5;4;3;4;1;1;97;1;3;0,271920271681413;4532,94130510119;6003369,09289076;1986741,61793614;6774440,12421244;2974499,82286506;7845449,59832215
"109";9;1;1;2;5;3;3;2;2;2;2;2;1;1;1;2;3;2;3;2;3;2;2;3;1;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;2;1;;;1;3;3;5;2;2;1;1;1;2;1;2;0,321052016154404;52635,7914247975;6003369,09289076;2556764,80999093;1193251,61830932;4043947,93463002;7845449,59832215
"110";26;2;2;2;6;1;3;1;1;2;1;2;1;1;2;1;3;1;2;3;2;1;1;2;2;1;1;2;3;2;1;1;3;2;4;2;;2;1;4;1;2;7;;1;4;3;3;3;1;4;3;2;2;1;2;1,68017555134875;54402,3366921145;33575137,8555733;12559183,0844821;36246752,5612894;16986541,0890921;23436201,008573
"111";3;1;1;1;4;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;3;3;2;1;3;3;1;2;6;1;2;3;3;1;3;3;3;2;2;2;2;3;0,251265473921803;1105,27267208027;6782295,47091322;2362182,97600896;9550655,77936565;3745107,25072326;972423,15925125
"112";26;1;1;1;4;1;1;1;1;1;1;2;1;1;1;2;3;2;3;2;3;1;2;2;1;2;2;3;3;3;2;3;2;3;3;3;2;2;3;4;2;2;2;;2;1;5;3;5;3;4;3;2;3;2;3;1,68017555134875;32857,7881974654;33575137,8555733;15566687,4950334;27019219,8719441;16986541,0890921;23436201,008573
"113";9;2;2;2;3;2;1;1;1;2;1;3;1;1;2;1;4;1;4;2;2;2;1;3;2;1;1;2;2;1;1;4;2;4;4;1;;2;3;4;2;1;;;2;4;3;5;2;3;4;1;1;2;2;2;0,321052016154404;6641,35037114532;6003369,09289076;2556764,80999093;6774440,12421244;2974499,82286506;7845449,59832215
"114";23;2;3;97;1;1;1;2;2;2;1;2;2;1;1;1;3;2;3;2;2;2;2;4;1;2;2;4;2;2;2;2;2;4;2;2;;1;1;4;1;1;;;2;2;3;4;2;1;4;1;1;2;2;3;0,297776997162789;12073,0395687106;12541491,9498028;4544842,78151702;17934317,9494049;5285096,07002619;14678916,5657496
"115";18;2;3;3;1;4;3;1;2;2;2;2;1;1;2;1;2;2;2;1;3;2;1;2;1;1;1;1;1;3;1;4;4;4;4;1;;2;1;3;1;2;7;;1;97;2;4;4;1;3;2;2;1;1;1;10,3390051000475;42240,4924243954;11515515,6430074;4145961,67702737;17934317,9494049;6496943,75539045;1261096,76224488
"116";10;2;2;2;5;1;2;2;2;2;2;2;1;1;2;1;3;1;1;2;3;2;1;3;1;1;1;4;3;3;1;4;3;3;3;3;3;1;3;3;1;2;2;;1;1;5;2;5;3;3;2;2;3;1;3;0,259309475639313;1073,09112491039;23109951,3510767;8573721,61714235;27680342,4585361;11625346,6476257;3546646,40439905
"117";13;2;2;3;4;2;2;2;2;2;2;2;2;1;3;2;3;1;2;2;2;2;1;2;2;1;1;2;3;2;1;1;2;3;3;2;;2;5;2;1;1;;;2;2;3;5;3;4;2;1;1;2;2;1;0,611138784962266;5222,54260949166;6003369,09289076;2422682,73111292;155974,71444362;2119512,79353112;7845449,59832215
"118";20;1;2;97;6;4;2;2;2;2;2;2;1;1;3;2;2;3;3;97;2;2;2;97;2;2;2;3;4;97;3;2;97;3;3;2;;2;3;3;1;1;;;2;1;2;2;2;3;3;1;1;1;2;1;0,874983132752996;30288,1135264755;20598732,7713667;8924923,73398304;27680342,4585361;11625346,6476257;21249094,3854223
"119";21;1;3;1;5;4;3;2;2;2;2;2;3;1;2;3;97;2;2;2;3;2;2;2;97;2;3;2;97;2;3;2;97;2;2;2;;1;3;1;;2;4;;2;1;2;1;4;3;1;2;2;1;2;1;0,850408579760281;10553,8123258553;6782295,47091322;1719164,17150939;9550655,77936565;4880767,54450081;972423,15925125
"120";27;2;2;2;4;1;1;1;2;2;1;1;1;1;2;1;3;1;2;2;3;2;3;2;2;3;2;3;3;2;2;2;3;2;3;3;1;2;3;3;1;2;1;;1;2;2;1;1;3;3;2;2;1;1;1;0,524127595324215;3768,03237594168;6445651,30382502;4323565,77363878;9550655,77936565;3745107,25072326;972423,15925125
"121";27;2;2;2;5;2;1;2;2;2;2;2;1;1;2;1;4;1;3;4;3;2;3;3;1;2;1;2;3;2;2;3;4;4;3;3;1;2;3;3;1;2;3;;1;4;2;1;1;3;3;3;2;1;1;2;0,262063797662108;19422,7633440886;6445651,30382502;4323565,77363878;9550655,77936565;3745107,25072326;4904549,87655466
"122";5;3;3;1;97;97;2;2;2;2;2;2;97;97;;2;2;2;97;2;1;2;2;1;3;2;2;97;97;2;2;3;3;3;97;97;;1;3;1;;2;1;;2;1;2;2;4;3;1;2;2;1;2;1;2,26551080368492;41878,5564507667;23109951,3510767;6394384,36569069;27680342,4585361;18999137,1726723;3546646,40439905
"123";9;1;1;1;1;3;3;2;2;2;2;3;97;1;3;2;2;1;2;2;2;1;1;3;1;1;2;3;3;3;2;4;4;4;4;4;;1;1;3;1;2;6;1;1;2;3;5;2;1;3;2;2;2;1;3;0,321052016154404;2578,69204097934;6576785,59605944;2556764,80999093;4456488,23198482;3442194,137924;856244,0817912
"124";14;3;3;3;1;3;2;1;1;2;3;3;1;1;2;1;97;2;1;3;2;97;2;2;2;2;2;3;3;2;2;3;3;3;3;97;;1;3;3;2;2;6;2;8;;2;1;1;3;2;3;2;1;3;2;0,0779073972343585;6745,03282937063;6782295,47091322;4323565,77363878;9550655,77936565;2353760,06971147;4904549,87655466
"125";24;1;1;2;4;2;2;1;2;2;2;2;1;1;2;1;4;1;3;3;2;1;1;3;2;1;2;2;3;2;1;3;4;2;4;2;;2;1;4;2;1;;;1;2;5;4;1;1;4;1;1;3;1;2;0,500909338938383;28701,2967387744;11515515,6430074;5846938,38397908;17934317,9494049;5285096,07002619;14678916,5657496
"126";16;1;1;1;7;1;1;97;2;2;2;1;1;1;1;1;1;1;2;4;2;2;2;2;1;2;1;3;2;2;3;3;3;3;3;2;;2;97;2;2;1;;;10;5;3;2;3;3;1;1;1;2;3;3;0,856122689759204;45377,9888897651;20598732,7713667;7605298,17259807;27680342,4585361;18999137,1726723;21249094,3854223
"127";26;2;2;97;6;3;3;2;2;2;3;2;1;1;2;1;4;2;1;4;2;1;1;2;2;1;1;1;3;2;1;1;3;4;4;3;97;1;1;3;2;2;4;;1;3;97;3;2;1;2;2;2;97;1;3;1,1201170342325;10784,6904608312;37785788,021294;13759966,5114431;36246752,5612894;11608593,6347444;5621158,26628468
"128";5;3;2;3;5;4;2;2;2;2;2;2;3;2;;1;3;1;2;2;1;1;1;4;3;1;4;2;3;2;4;2;4;4;4;3;2;1;3;3;1;2;4;;2;1;2;2;2;3;3;2;2;1;2;1;0,125861711315829;823,327468620574;23109951,3510767;8924923,73398304;27680342,4585361;11625346,6476257;3546646,40439905
"129";18;1;2;1;4;1;1;1;2;1;1;1;1;97;;1;2;3;2;3;3;2;1;4;2;2;4;3;2;3;3;3;1;4;3;2;;2;3;3;1;1;;;2;1;4;4;4;3;3;1;1;3;2;2;0,344633503334918;6018,81087492594;11515515,6430074;4145961,67702737;4807349,31831882;6496943,75539045;14678916,5657496
"130";15;3;3;1;5;4;3;2;2;2;3;2;97;97;;1;2;3;4;3;97;2;97;4;3;1;2;2;1;97;1;2;4;2;4;2;;1;3;2;2;2;6;2;1;5;97;2;3;3;1;3;2;97;1;1;0,901935031467357;87072,8041660227;23109951,3510767;7605298,17259807;27680342,4585361;18999137,1726723;18912943,3326221
"131";13;1;1;1;2;2;1;1;1;2;2;2;2;1;1;2;3;2;3;97;3;2;1;3;3;2;2;3;3;2;2;3;2;4;4;2;;1;3;4;1;2;97;;10;97;5;5;2;3;4;1;1;3;3;3;0,152784696240566;2726,41778981135;6576785,59605944;2556764,80999093;6774440,12421244;2974499,82286506;7845449,59832215
"132";2;1;1;1;5;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;3;3;2;2;3;2;2;2;3;2;3;3;3;2;1;3;4;1;1;;;1;2;4;2;4;3;4;1;1;3;1;3;2,01538409633697;34185,8412037673;23109951,3510767;6394384,36569069;27680342,4585361;6304847,12920219;21249094,3854223
"133";26;3;3;2;7;4;3;2;2;2;1;2;1;1;2;1;3;4;3;4;2;1;2;4;2;1;2;3;2;3;3;1;4;1;4;3;3;2;3;4;2;2;6;1;1;2;2;3;1;3;4;2;2;1;1;3;1,68017555134875;16330,0545185541;33575137,8555733;17647679,2898346;27019219,8719441;16986541,0890921;5621158,26628468
"134";15;2;2;1;6;4;2;1;2;2;2;2;1;1;3;2;2;2;3;2;2;2;2;3;2;2;2;3;3;2;2;3;3;3;3;1;;1;1;2;2;2;4;;2;1;2;2;2;1;1;2;2;1;2;1;0,901935031467357;17449,3352833717;23109951,3510767;8924923,73398304;10459729,3625997;18999137,1726723;3546646,40439905
"135";7;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;3;1;2;1;3;1;97;3;2;3;3;3;2;4;3;3;1;4;4;3;2;2;3;4;2;1;;;1;4;3;5;2;3;4;1;1;2;1;3;0,271920271681413;5625,00064283903;6003369,09289076;2556764,80999093;6774440,12421244;2974499,82286506;7845449,59832215
"136";5;2;1;1;5;3;3;97;2;2;3;2;1;1;2;1;4;1;3;2;3;1;1;4;97;1;1;4;1;1;3;4;4;4;4;97;;1;1;4;1;1;;;1;1;4;2;2;1;4;1;1;3;1;1;0,377585133947486;6703,18796262936;23109951,3510767;8924923,73398304;10459729,3625997;6304847,12920219;21249094,3854223
"137";16;2;1;2;5;4;2;2;2;2;2;2;2;1;2;1;2;1;2;3;2;2;2;3;2;1;3;2;2;3;3;2;4;1;4;4;;1;5;3;1;1;;;2;2;3;2;3;4;3;1;1;2;2;2;3,42449075903681;14015,8623105435;23109951,3510767;7605298,17259807;346529,95194149;11625346,6476257;21249094,3854223
"138";21;2;2;97;1;97;2;2;2;2;2;2;2;97;;2;2;1;97;97;2;2;2;3;3;2;2;97;3;2;3;2;97;2;2;97;;1;3;2;1;2;7;;2;3;97;1;5;3;2;3;2;97;2;2;0,28346952658676;16934,1131468198;6782295,47091322;2005134,21920363;9550655,77936565;2353760,06971147;4904549,87655466
"139";18;2;2;1;6;2;2;97;2;2;1;2;2;1;3;1;2;1;2;1;3;1;2;3;2;1;1;4;1;1;2;2;3;1;4;2;;2;1;3;1;1;;;1;3;3;4;1;1;3;1;1;2;1;2;0,516950255002377;45966,8694354618;11515515,6430074;5846938,38397908;17934317,9494049;6496943,75539045;14678916,5657496
"140";14;3;3;1;4;4;3;97;2;2;2;2;97;1;2;3;3;1;3;3;2;2;2;2;3;2;1;1;4;3;2;4;4;4;4;97;;1;1;3;1;2;7;;2;1;2;1;4;1;3;3;2;1;2;2;0,0719145205240233;2646,13589188733;6782295,47091322;1719164,17150939;2525639,26899086;3745107,25072326;4904549,87655466
"141";11;2;3;2;3;4;3;2;2;2;3;2;3;1;3;2;3;1;2;1;3;1;2;3;1;1;1;3;2;2;4;1;2;4;1;3;97;2;3;3;1;2;2;;7;97;4;3;4;3;3;2;2;3;3;1;1,42980105230214;8879,17068565509;33575137,8555733;11827409,4960741;27019219,8719441;22358434,1987158;5621158,26628468
"142";26;3;3;3;5;4;3;2;2;2;2;2;97;1;3;4;2;2;2;2;4;1;2;2;3;1;2;2;2;3;2;4;4;3;3;2;;1;3;3;2;1;;;1;2;2;3;4;3;2;1;1;1;1;1;1,68017555134875;30774,1684712349;37785788,021294;11827409,4960741;27019219,8719441;11608593,6347444;42303566,6020097
"143";16;3;3;1;1;3;3;1;2;2;2;2;97;1;3;2;2;4;3;97;97;2;4;2;2;1;2;2;97;2;2;3;3;4;2;97;;2;3;2;2;2;6;1;2;1;2;2;4;3;1;2;2;1;2;1;1,71224537951841;41698,0237605701;20598732,7713667;6394384,36569069;27680342,4585361;18999137,1726723;3546646,40439905
"144";5;1;1;1;5;2;3;2;1;2;2;2;3;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;2;;1;5;3;2;2;4;;1;3;2;2;2;4;2;3;2;1;1;3;0,323644400526417;2583,34296415751;23109951,3510767;8924923,73398304;346529,95194149;6779353,17294315;18912943,3326221
"145";21;2;2;3;5;4;3;2;2;2;97;2;3;1;3;4;1;1;2;2;4;1;1;1;3;1;1;1;3;3;1;4;4;4;4;1;;1;1;2;2;2;4;;1;2;4;1;3;1;1;2;2;3;1;1;0,28346952658676;7875,9655318555;6782295,47091322;2362182,97600896;2525639,26899086;4880767,54450081;972423,15925125
"146";23;2;2;1;5;4;3;2;2;2;2;2;1;1;2;1;2;2;3;3;1;1;2;1;1;1;1;2;4;97;2;4;3;2;97;97;;2;1;3;1;2;2;;2;1;3;4;5;1;3;2;2;2;2;3;0,446665495744183;3123,31433788825;11515515,6430074;5343809,44930734;17934317,9494049;6496943,75539045;1261096,76224488
"147";7;3;3;2;6;1;1;1;2;2;2;2;1;1;2;1;3;2;3;2;2;2;1;3;1;2;2;3;3;1;2;4;4;4;4;97;;1;3;3;1;1;;;1;3;2;5;2;3;3;1;1;1;1;3;0,0906400905604711;2475,66027726596;6576785,59605944;2556764,80999093;6774440,12421244;3442194,137924;7845449,59832215
"148";4;2;1;1;2;2;2;1;1;2;1;2;1;2;;2;2;3;3;2;2;2;2;3;3;2;2;2;1;2;2;2;3;3;3;2;;1;3;3;2;2;7;;8;;2;1;2;3;2;3;2;1;3;3;0,307058190593697;14869,2893498591;6782295,47091322;2817899,63437748;9550655,77936565;2353760,06971147;4904549,87655466
"149";7;2;3;1;1;3;3;2;2;2;3;2;1;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;;2;3;4;2;1;;;1;1;2;5;4;3;4;1;1;1;1;3;0,20394020376106;3399,7059788259;6003369,09289076;1986741,61793614;6774440,12421244;2974499,82286506;7845449,59832215
"150";16;2;2;2;4;4;3;2;2;2;2;2;3;1;3;3;3;2;3;3;97;2;2;3;2;1;2;2;2;2;97;97;3;3;3;97;;1;3;1;;2;97;;1;1;97;2;5;3;1;3;2;97;1;3;53,6569317503733;4609389,16515839;23109951,3510767;8573721,61714235;27680342,4585361;18999137,1726723;18912943,3326221
"151";3;2;3;1;4;2;1;1;1;2;2;2;1;1;2;2;97;2;2;2;97;2;2;2;1;2;1;2;3;3;2;2;3;3;3;97;;1;3;4;2;2;6;1;1;2;97;1;1;3;4;2;2;97;1;3;0,251265473921803;1664,35465070611;6782295,47091322;4323565,77363878;9550655,77936565;2248311,9098027;972423,15925125
"152";10;2;2;1;6;2;2;2;2;2;2;2;1;1;2;2;3;1;3;2;2;2;2;3;1;1;1;2;3;2;1;1;4;2;4;97;;2;3;4;2;1;;;8;;3;2;1;3;4;1;1;2;3;3;0,777928426917938;26123,7792981868;20598732,7713667;12210356,2330292;27680342,4585361;6304847,12920219;21249094,3854223
"153";26;3;3;2;2;4;3;97;2;2;1;97;1;1;2;3;2;1;3;1;3;3;1;3;1;3;2;2;3;3;1;2;3;97;3;4;;2;3;3;1;1;;;1;2;3;3;4;3;3;1;1;2;1;1;1,68017555134875;40172,4674850114;33575137,8555733;11827409,4960741;27019219,8719441;22358434,1987158;42303566,6020097
"154";9;2;3;1;1;2;2;2;2;1;3;2;3;1;2;2;2;2;2;3;3;1;2;1;2;2;1;2;2;2;2;2;4;4;2;3;1;2;3;2;1;2;6;1;8;;2;5;2;3;2;2;2;1;3;2;0,321052016154404;1628,38510032177;6003369,09289076;2556764,80999093;6774440,12421244;2119512,79353112;856244,0817912
"155";4;1;1;2;4;2;2;1;2;2;2;2;1;1;2;4;3;1;3;2;4;2;1;1;2;1;1;3;2;4;2;3;4;4;3;2;;2;3;3;1;1;;;2;1;2;1;3;3;3;1;1;1;2;3;0,0413546384637976;1247,45811870261;6445651,30382502;2362182,97600896;9550655,77936565;3745107,25072326;7350973,73893233
"156";16;3;3;3;7;3;3;2;2;2;3;3;1;1;2;1;2;2;3;3;1;2;2;1;2;1;2;3;1;2;3;3;4;4;4;3;3;1;1;4;1;1;;;1;2;3;2;3;1;4;1;1;2;1;2;0,570748459839469;7203,44485804588;23109951,3510767;7605298,17259807;10459729,3625997;6304847,12920219;21249094,3854223
"157";24;2;1;1;4;2;2;2;2;2;2;2;1;1;3;2;3;3;2;3;2;2;2;3;1;2;2;3;2;2;2;2;2;3;3;97;;1;3;2;2;2;4;;8;;2;4;1;3;1;3;2;1;3;1;0,429350861947185;41043,8945659917;12541491,9498028;5846938,38397908;4807349,31831882;8016320,58973676;8116994,2648156
"158";14;2;1;1;5;2;2;1;2;2;1;2;1;1;2;3;3;2;3;2;3;2;3;2;3;2;2;2;3;3;3;2;3;3;3;3;2;2;3;2;1;1;;;1;4;97;1;5;3;2;1;1;97;1;2;0,243884026124948;9691,21383330935;6445651,30382502;2005134,21920363;9550655,77936565;2353760,06971147;7350973,73893233
"159";3;1;2;1;1;2;2;1;1;2;1;2;3;1;2;1;1;1;2;2;4;1;1;1;3;1;1;1;2;1;1;4;1;4;4;1;;1;3;3;1;1;;;1;1;2;1;1;3;3;1;1;1;1;1;5,02530947843606;247063,183138659;6782295,47091322;4323565,77363878;9550655,77936565;3745107,25072326;7350973,73893233
"160";18;3;2;1;1;4;97;2;2;2;3;97;97;1;97;3;2;2;2;2;3;2;2;3;2;2;2;97;97;3;2;97;2;97;3;97;;2;2;2;2;2;6;1;8;;97;4;2;2;1;2;2;97;3;2;0,516950255002377;4836,17522062702;11515515,6430074;4544842,78151702;1115368,24762409;8016320,58973676;1261096,76224488
