"ID";"P03";"P05";"P06";"P07";"P08";"P09";"P10_1";"P10_2";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P18_A";"P19_1";"P19_2";"P19_3";"P19_4";"P20_1";"P20_2";"P20_3";"P20_4";"P20_5";"P21_1";"P21_2";"P21_3";"P21_4";"P21_5";"P21_6";"P22";"P23";"P24";"V05";"V07";"V08";"V09";"V09_A";"V09_B_1";"V09_B_2";"V09_B_3";"V09_B_4";"V09_B_97";"V10";"V11";"V12";"V12_A";"V13";"V14";"V14_A";"V14_B";"V14_C";"V14_D";"V14_F";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_DOM_SIMPLES";"VD_PORTE";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"W1";"W2"
"1857";43;3;5;2;2;2;1;2;4;2;1;1;2;43;1;3;2;2;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;1;2;2;1;4;1;2;2;2;2;2;2;1;;;4;1;5;2;3;1;;;4;4;1;4;1;1;3;1;1;3;11713407,8682251;4412989,44798431;18888615,4929057;6035664,3758086;4600442,13009103;0,983955086991486;28891,9780215077
"1858";31;2;5;4;4;2;2;2;4;2;2;2;2;31;1;5;1;1;2;97;1;2;97;2;2;1;1;2;1;2;2;97;2;2;4;2;3;3;2;2;2;2;2;2;2;2;2;1;;97;2;2;6;1;;;3;2;3;2;2;2;1;97;1;2;33729345,155718;13215495,0630608;26621802,0272178;11106514,9869069;28682242,4740766;0,551268135270436;19163,6144107837
"1859";29;3;3;4;7;2;2;2;3;3;2;3;3;29;1;4;2;1;1;2;1;2;1;2;2;1;1;2;2;2;1;1;2;1;4;1;3;3;2;2;2;2;2;2;2;2;1;;5;2;2;2;4;2;2;1;2;4;3;2;1;1;1;2;2;1;24016636,1990366;6803249,7668619;28042475,6364488;6779182,58867662;19569199,9578762;0,4981095747969;32888,3280573426
"1860";26;2;2;3;1;2;2;2;3;2;3;1;2;26;1;5;3;1;1;1;1;1;1;1;2;1;2;2;1;1;1;2;2;2;4;2;5;3;1;2;2;2;2;2;2;1;;;4;2;3;2;5;2;3;10;2;1;4;3;1;1;2;2;2;3;20650371,2362658;12114338,2670676;343415,23177902;12938473,1900709;10843662,275684;1,31144067223122;15255,5317972243
"1861";35;3;5;2;2;2;1;2;2;1;1;1;1;35;1;3;3;2;2;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;2;1;4;1;2;2;2;2;2;2;1;;;2;1;5;2;2;1;;;3;5;1;4;1;1;3;1;1;3;33729345,155718;18051853,6107218;38434986,0707912;19056393,9532222;29495819,6060058;0,612279153386878;26655,1069132857
"1862";53;2;4;2;1;2;1;2;3;2;3;1;3;53;;;;2;2;1;1;2;2;2;1;1;2;1;1;2;2;1;2;2;4;2;3;3;2;2;2;2;2;2;2;2;1;;2;1;5;2;3;1;;;5;5;3;2;1;1;3;1;1;2;6106169,83467086;2445051,10596299;7038914,08024251;2120908,14236507;3641997,23256681;1,32765973488675;48025,4237644971
"1863";33;3;5;2;1;1;2;2;3;2;1;1;1;33;2;;;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;;1;3;1;;;;;3;5;1;4;3;2;2;1;1;1;33729345,155718;18051853,6107218;38434986,0707912;19056393,9532222;14864998,1397709;1,15251616292957;80311,7865997802
"1864";26;1;5;2;6;2;2;2;3;2;2;1;2;26;1;1;3;2;2;1;2;2;2;2;2;1;97;97;1;2;1;1;2;1;2;1;3;4;2;2;2;2;2;2;2;97;;;;97;97;97;;;;;2;4;3;4;97;97;97;97;97;3;24016636,1990366;6803249,7668619;28042475,6364488;6955158,89754272;10843662,275684;1,96716100834683;38438,7591183178
"1865";31;1;2;2;1;2;1;2;3;2;1;2;2;31;1;3;2;2;1;1;2;1;1;1;2;1;1;1;1;2;2;1;3;1;4;2;2;3;2;2;2;2;2;2;2;1;;;1;2;3;2;3;1;;;3;3;2;2;1;1;2;2;1;2;33729345,155718;13074442,5753399;7120100,46124758;11106514,9869069;28682242,4740766;0,551268135270436;24096,0476740154
"1866";26;3;3;2;2;1;1;2;4;1;1;2;3;26;2;;;2;2;1;2;2;1;2;1;1;1;1;1;1;1;2;1;1;2;2;1;4;1;2;2;2;2;2;2;1;;;1;2;2;2;5;1;;;2;3;1;4;1;1;1;2;1;3;20650371,2362658;8139563,11841058;11020165,745746;6955158,89754272;10843662,275684;0,65572033611561;7956,10313985388
"1867";27;3;5;2;6;2;2;2;3;1;2;1;2;27;1;7;1;2;1;1;1;2;1;2;2;1;2;2;2;2;1;2;2;2;2;1;3;3;2;1;2;2;2;1;2;1;;;7;4;97;2;5;2;1;1;2;2;3;2;1;1;97;3;2;1;24016636,1990366;8602333,35355409;28042475,6364488;6779182,58867662;19569199,9578762;2,6731343905627;176569,054907094
"1868";33;2;5;4;1;2;97;2;4;1;1;1;3;33;2;;;1;1;2;1;1;1;2;2;1;2;2;2;2;1;2;2;2;4;2;1;3;1;2;2;2;2;2;2;2;2;2;;1;2;2;2;1;;;3;5;1;3;3;2;1;1;1;2;33729345,155718;18051853,6107218;38434986,0707912;23063521,2050712;28682242,4740766;0,662028921374107;37150,1954318952
"1869";31;2;3;2;6;2;2;2;3;2;2;1;2;31;1;3;3;2;2;1;2;1;2;2;2;1;1;1;2;2;2;1;2;1;2;1;4;4;2;2;2;2;2;2;2;1;;;1;2;3;2;3;1;;;3;1;4;4;1;1;2;2;1;3;39313715,0641353;16426598,6548108;866171,66059673;19056393,9532222;29495819,6060058;0,413451101452827;6670,94122667334
"1870";42;2;5;2;1;1;2;2;4;3;3;1;3;41;1;3;3;2;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;1;4;1;1;3;1;2;2;2;2;2;2;2;2;2;;1;97;2;4;2;1;1;4;2;1;3;3;2;97;1;2;1;12930544,5058041;4325648,00057885;18888615,4929057;6745263,54772842;9103462,815831;0,54278993937871;38725,4820225465
"1871";43;3;5;4;3;2;2;2;4;3;3;3;3;43;1;6;6;2;2;2;2;2;1;2;2;1;1;2;1;2;1;1;3;2;4;1;2;2;2;2;2;2;2;2;2;1;;;1;5;2;2;3;2;2;1;4;2;2;1;1;1;1;3;2;2;12930544,5058041;4325648,00057885;1010899,68520635;7704240,77803519;10940047,4281071;0,414266439675844;24547,4349675832
"1872";26;3;1;3;6;1;2;2;3;1;1;1;3;26;1;1;3;2;2;2;2;2;1;2;2;1;1;2;1;2;1;1;2;2;4;1;3;3;1;2;2;2;2;2;2;2;2;2;;4;2;2;6;1;;;2;2;3;3;3;2;1;3;1;2;24016636,1990366;8602333,35355409;28042475,6364488;12938473,1900709;14254145,2017422;1,31144067223122;70383,8016960981
"1873";26;3;1;2;2;1;2;2;4;1;1;3;2;52;2;;;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;4;2;1;1;;2;2;2;2;2;2;2;1;;7;2;2;1;;;;;2;1;1;1;1;1;1;2;1;3;20650371,2362658;12114338,2670676;11020165,745746;17994192,7590122;10843662,275684;0,65572033611561;49730,7905213102
"1874";31;1;2;4;1;2;2;2;3;1;1;1;2;31;1;3;4;1;2;2;1;2;1;1;2;1;1;2;1;2;1;2;1;2;1;1;3;3;1;2;2;2;2;2;2;1;;;1;1;3;2;3;1;;;3;1;3;3;1;1;2;1;1;3;39313715,0641353;16426598,6548108;26621802,0272178;23063521,2050712;29495819,6060058;0,551268135270436;26212,9394049349
"1875";43;3;5;1;1;1;2;2;3;1;1;1;2;43;2;;;2;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;1;1;1;1;4;1;2;2;2;2;2;2;2;2;2;;5;3;2;2;1;;;4;5;1;4;3;2;2;3;1;3;12930544,5058041;6013776,57309264;18888615,4929057;6035664,3758086;4600442,13009103;0,874626743992432;26622,1554054123
"1876";35;3;5;1;1;1;1;2;3;1;1;1;2;24;1;3;3;2;2;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;1;3;4;1;2;2;2;2;2;2;2;2;1;;5;2;2;6;2;3;10;3;4;3;4;2;2;1;3;2;2;39313715,0641353;12274670,31592;26621802,0272178;19056393,9532222;28682242,4740766;0,455263759943556;11700,5829930845
"1877";26;3;5;4;1;3;2;2;4;3;3;3;3;26;1;3;2;2;1;2;2;2;1;1;2;1;2;2;1;1;2;2;2;1;4;1;1;97;;2;2;2;2;2;2;2;2;2;;4;97;1;;;;;2;3;1;4;3;2;97;3;1;3;24016636,1990366;8139563,11841058;11020165,745746;6955158,89754272;10843662,275684;0,65572033611561;11325,0067837444
"1878";33;2;3;1;3;1;1;2;2;1;1;1;3;33;1;2;5;2;1;1;1;2;1;2;1;1;2;2;1;2;2;1;2;1;1;1;3;3;1;2;2;2;2;2;2;1;;;5;1;2;2;3;1;;;3;4;3;3;1;1;1;1;1;2;39313715,0641353;12274670,31592;26621802,0272178;23063521,2050712;28682242,4740766;0,441352614249405;14624,7605757516
"1879";33;3;4;2;1;1;1;2;1;1;1;1;2;33;1;3;2;2;1;1;1;2;1;1;2;2;1;2;1;2;1;1;2;2;4;2;1;3;1;2;2;2;2;2;2;2;2;2;;1;4;1;;;;;3;5;1;3;3;2;3;1;1;2;33729345,155718;18051853,6107218;38434986,0707912;23063521,2050712;28682242,4740766;0,662028921374107;37150,1954318952
"1880";23;3;4;1;2;1;1;1;2;1;1;1;2;23;1;1;1;2;2;1;1;2;1;2;2;1;2;1;1;2;97;2;1;1;3;1;1;4;1;2;2;2;2;2;2;2;1;;5;1;4;2;5;1;;;2;5;1;4;1;1;3;1;1;3;24016636,1990366;9007522,92940827;11020165,745746;6955158,89754272;10843662,275684;0,226843389045779;11278,1454919571
"1881";15;3;5;4;1;3;2;2;4;2;1;3;2;15;1;6;2;2;1;1;2;1;1;1;2;1;2;2;1;2;2;2;2;1;4;2;3;2;2;2;2;2;2;2;2;1;;;7;1;2;2;4;1;;;1;3;3;1;1;1;1;1;1;2;6635351,59351707;2476365,06361893;10134655,0132459;4732924,51842699;5331736,77354466;4,57804394479624;325541,769347646
"1882";33;3;5;3;3;2;2;2;4;1;1;2;3;31;1;3;3;2;2;1;1;1;1;2;2;1;1;2;1;2;2;1;3;2;3;1;2;3;1;2;2;2;2;2;2;2;2;1;;1;2;1;;;;;3;3;2;3;2;2;1;1;1;3;39313715,0641353;13074442,5753399;7120100,46124758;23063521,2050712;29495819,6060058;0,523870983149803;23423,6964427939
"1883";23;2;3;2;2;2;2;1;3;2;2;1;2;27;2;;;2;2;1;97;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;3;3;1;2;2;2;2;2;2;1;;;1;1;3;2;4;1;;;2;2;3;3;1;1;2;1;1;2;20650371,2362658;8602333,35355409;28042475,6364488;12938473,1900709;14254145,2017422;0,445522398427116;16797,9215661021
"1884";41;3;5;1;4;1;1;2;5;2;1;1;3;41;1;1;2;1;1;1;1;2;1;2;2;1;2;2;1;2;2;97;2;1;3;1;1;3;2;2;2;2;2;2;2;2;2;2;;2;3;2;2;1;;;4;4;1;2;3;2;2;2;1;1;12930544,5058041;4412989,44798431;18888615,4929057;4158783,67245696;9103462,815831;1,20953948396612;74453,7328844094
"1885";24;2;5;2;6;1;2;2;4;1;1;1;2;24;1;3;3;2;1;1;2;2;97;2;97;1;2;1;1;2;2;1;2;1;97;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;2;2;5;1;;;2;5;2;1;3;2;1;1;1;1;20650371,2362658;9007522,92940827;5260950,8213287;17994192,7590122;19569199,9578762;0,984882049382814;290090,038893261
"1886";16;3;5;3;1;2;2;1;5;2;3;1;2;16;1;3;2;2;2;2;1;2;1;2;2;1;1;1;1;2;2;2;2;1;4;1;5;4;1;2;2;2;2;2;2;1;;;4;1;4;2;3;2;1;1;1;2;4;4;1;1;3;1;2;3;7039177,41749923;2790858,56958486;153838,07399016;2403297,95069104;3886501,53854705;4,12301988235604;16030,9812939296
"1887";52;2;7;1;2;1;97;1;4;1;3;2;3;52;2;;;2;1;2;2;97;1;2;1;1;2;1;1;2;2;1;2;1;2;2;3;3;1;2;2;2;2;2;2;1;;;5;2;97;2;3;2;1;4;5;3;3;3;1;1;97;2;2;3;6106169,83467086;2450025,89065194;7038914,08024251;3563234,29696145;5238381,45095394;0,393561338161022;17184,8135814286
"1888";31;3;4;4;7;3;97;2;5;3;1;1;3;31;1;2;7;1;1;2;2;1;2;2;2;2;1;2;1;2;2;1;3;3;2;2;3;5;;1;2;2;1;2;2;1;;;5;1;4;2;3;1;;;3;5;3;1;1;1;3;1;1;1;33729345,155718;18051853,6107218;26621802,0272178;19816630,074653;14864998,1397709;0,551268135270436;92855,3995934691
"1889";23;2;6;1;1;1;1;1;3;1;1;1;1;23;1;2;2;2;1;1;2;2;1;2;2;2;2;1;2;2;2;1;1;2;2;2;3;4;1;2;2;2;2;2;2;1;;;2;2;3;2;4;1;;;2;2;3;4;1;1;2;2;1;1;20650371,2362658;8602333,35355409;28042475,6364488;6955158,89754272;19569199,9578762;0,453686778091558;17220,7874977526
"1890";43;3;4;1;1;1;1;2;2;1;1;1;1;43;2;;;2;1;1;1;1;1;1;2;1;2;2;1;2;2;2;1;2;3;2;1;3;1;1;2;2;2;1;2;1;;;1;1;5;2;2;1;;;4;5;1;3;1;1;3;1;1;2;11713407,8682251;6013776,57309264;18888615,4929057;6745263,54772842;10940047,4281071;0,655970057994324;42816,746026673
"1891";28;2;1;3;2;3;2;2;3;2;2;1;2;28;2;;;2;1;1;1;2;1;1;2;1;1;1;1;2;2;2;2;1;4;2;3;3;1;2;2;2;2;2;2;2;2;2;;1;3;2;6;1;;;2;1;3;3;3;2;2;1;1;3;20650371,2362658;12114338,2670676;28042475,6364488;12938473,1900709;10843662,275684;0,271066107477269;14769,2963351419
"1892";31;2;4;4;1;3;2;2;5;3;3;3;3;31;1;7;7;2;97;1;1;2;1;2;2;1;1;1;1;1;1;1;3;3;4;2;2;4;1;2;2;2;2;2;2;1;;;4;97;97;2;2;1;;;3;5;2;4;1;1;97;97;1;2;33729345,155718;18051853,6107218;7120100,46124758;19056393,9532222;28682242,4740766;0,183756045090145;8037,20330940712
"1893";35;3;7;1;1;1;2;2;5;2;2;2;2;35;1;4;5;2;1;1;1;2;2;2;2;1;1;2;1;2;2;1;1;2;3;1;1;4;1;2;2;2;2;2;2;2;1;;5;2;2;2;4;2;1;1;3;3;1;4;1;1;1;2;2;3;39313715,0641353;13074442,5753399;38434986,0707912;19056393,9532222;29495819,6060058;0,479598686139292;16550,5568835211
"1894";35;2;1;3;4;2;2;2;5;1;2;3;3;53;;;;1;1;2;2;1;1;1;1;1;1;2;2;2;1;2;3;2;4;1;2;3;1;2;2;2;2;2;2;1;;;7;2;2;2;6;2;1;4;3;1;2;3;1;1;1;2;2;3;39313715,0641353;16426598,6548108;7120100,46124758;23063521,2050712;29495819,6060058;1,75852851584407;102191,513110654
"1895";35;2;1;3;2;2;2;2;4;1;1;1;2;35;1;4;3;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;4;2;1;2;2;2;2;2;2;2;2;1;;;5;2;2;2;4;1;;;3;2;1;1;1;1;1;2;1;2;33729345,155718;13215495,0630608;38434986,0707912;19816630,074653;28682242,4740766;6,12279153386879;593624,550533905
"1896";35;3;5;3;1;2;2;2;4;1;1;1;2;35;1;3;97;2;1;1;1;2;1;2;2;1;2;2;1;2;2;2;2;2;4;2;1;4;1;2;2;2;2;2;2;1;;;4;1;97;1;;;;;3;4;1;4;1;1;97;1;1;3;33729345,155718;12274670,31592;38434986,0707912;19056393,9532222;29495819,6060058;0,439632128961017;13518,1203825391
"1897";35;3;5;2;1;1;1;2;4;3;3;1;2;35;1;1;97;97;1;1;2;1;1;1;2;1;2;2;1;2;1;2;1;97;4;1;3;4;1;2;2;2;2;2;2;1;;;97;2;97;2;97;2;97;97;3;3;3;4;1;1;97;2;2;3;39313715,0641353;13074442,5753399;26621802,0272178;19056393,9532222;29495819,6060058;1,3120267572576;37230,8162403006
"1898";35;3;3;2;1;1;2;2;5;1;1;1;1;35;1;2;2;1;2;2;2;2;1;1;2;1;2;2;2;2;2;1;2;1;4;2;1;3;1;2;2;2;2;2;2;2;2;1;;2;1;1;;;;;3;3;1;3;2;2;1;2;1;2;33729345,155718;13074442,5753399;38434986,0707912;23063521,2050712;28682242,4740766;0,879264257922035;38468,8743487526
"1899";35;3;1;3;2;2;2;1;5;3;3;97;3;35;2;;;2;2;1;1;2;1;2;2;1;2;1;1;2;2;1;2;1;4;1;1;3;1;2;2;2;2;2;2;2;2;1;;4;2;2;4;2;1;1;3;1;1;3;2;2;1;3;2;2;39313715,0641353;16426598,6548108;38434986,0707912;23063521,2050712;28682242,4740766;0,30310807865624;17523,4514588665
"1900";29;3;5;4;5;1;2;2;5;1;1;3;1;29;2;;;1;1;2;1;1;2;2;1;2;1;2;1;2;1;2;1;1;4;2;3;3;1;2;2;2;2;2;2;2;2;2;;2;2;2;5;1;;;2;1;3;3;3;2;1;2;1;2;20650371,2362658;12114338,2670676;28042475,6364488;12938473,1900709;14254145,2017422;0,24905478739845;19643,7626673127
"1901";35;3;3;2;2;2;1;2;3;1;1;1;2;35;1;6;6;2;1;1;1;1;1;1;2;1;2;2;1;1;2;2;2;1;3;1;1;4;1;2;2;2;2;2;2;1;;;1;4;3;1;;;;;3;1;1;4;1;1;2;3;1;3;39313715,0641353;16426598,6548108;38434986,0707912;19056393,9532222;29495819,6060058;0,879264257922035;39435,5927629199
"1902";43;3;5;1;7;1;1;2;5;1;1;1;3;43;1;3;2;2;1;1;1;1;1;1;2;1;2;2;1;2;2;2;1;1;4;1;1;4;1;2;2;2;2;2;2;2;2;2;;1;97;2;3;1;;;4;5;1;4;3;2;97;1;1;1;12930544,5058041;6013776,57309264;18888615,4929057;6035664,3758086;9103462,815831;3,93582034796594;175663,805446439
"1903";26;97;4;1;1;1;1;2;3;97;2;1;2;26;1;4;2;2;1;1;2;2;1;2;2;2;2;1;1;2;97;97;1;1;2;1;1;4;1;2;2;2;2;2;2;2;2;2;;1;3;1;;;;;2;5;1;4;3;2;2;1;1;1;24016636,1990366;9007522,92940827;11020165,745746;6955158,89754272;19569199,9578762;0,65572033611561;90107,0610362411
"1904";11;3;5;2;2;2;2;2;4;2;1;1;2;11;2;;;2;2;1;2;97;1;1;2;1;2;2;1;1;2;2;2;1;4;2;3;2;2;2;2;2;2;2;2;1;;;1;97;97;1;;;;;1;2;3;1;1;1;97;97;1;3;6635351,59351707;2790858,56958486;10134655,0132459;4732924,51842699;3886501,53854705;1,79815603114758;65966,7988458285
"1905";23;3;5;4;1;2;2;2;5;3;2;3;3;23;1;3;1;2;2;1;1;2;1;2;2;1;2;2;2;2;1;2;2;2;4;1;3;4;1;2;2;2;2;2;2;1;;;2;1;2;1;;;;;2;3;3;4;1;1;1;1;1;1;24016636,1990366;8139563,11841058;28042475,6364488;6955158,89754272;19569199,9578762;0,453686778091558;25920,4268942267
"1906";29;3;6;4;1;1;2;2;5;1;1;3;2;29;2;;;1;2;2;2;2;2;1;2;1;1;2;1;2;2;2;2;1;4;2;3;3;2;2;2;2;2;2;2;2;2;1;;2;1;1;;;;;2;4;3;2;2;2;1;2;1;1;20650371,2362658;6803249,7668619;28042475,6364488;6779182,58867662;19569199,9578762;9,96219149593799;462097,613040112
"1907";15;3;4;2;4;2;97;2;4;2;1;97;3;15;1;97;1;2;2;1;2;2;1;2;2;1;2;2;1;2;1;1;2;2;4;2;3;3;1;2;2;2;2;2;2;2;2;2;;1;3;2;4;1;;;1;3;3;3;3;2;2;1;1;2;6635351,59351707;2476365,06361893;10134655,0132459;4162214,51581537;5331736,77354466;0,457804394479624;20094,4177376179
"1908";41;1;5;2;1;2;2;2;1;1;1;1;97;41;1;2;4;1;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2;;2;4;2;4;1;;;4;5;3;1;3;2;3;2;1;3;11713407,8682251;6013776,57309264;4529896,19224138;7704240,77803519;4600442,13009103;2,41907896793224;155178,191004471
"1909";26;2;5;2;1;2;2;2;3;1;1;1;2;26;1;3;6;2;2;1;1;1;1;1;2;1;2;2;1;2;2;2;2;1;2;1;4;3;2;2;2;2;2;2;2;2;2;2;;97;97;97;;;;;2;1;4;2;3;2;97;97;97;2;24016636,1990366;12114338,2670676;343415,23177902;6779182,58867662;14254145,2017422;1,31144067223122;20262,6823584018
"1910";26;3;1;1;2;1;1;1;3;1;1;1;2;26;1;6;3;1;1;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;1;1;3;4;1;2;2;2;2;2;2;1;;;4;2;97;2;4;2;3;10;2;2;3;4;1;1;97;2;2;3;24016636,1990366;8602333,35355409;28042475,6364488;6955158,89754272;10843662,275684;0,327860168057805;6409,06981165149
"1911";35;3;6;2;4;2;1;1;3;2;1;1;2;35;1;3;2;2;2;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;3;2;5;4;2;2;2;2;2;2;2;2;2;2;;1;3;2;2;1;;;3;5;4;4;3;2;2;1;1;3;33729345,155718;18051853,6107218;866171,66059673;19056393,9532222;29495819,6060058;1,5306978834672;23972,5616907988
"1912";35;3;1;4;2;3;1;2;5;3;3;1;2;35;1;2;2;2;1;1;2;2;1;2;2;1;2;1;1;2;1;2;2;2;2;2;1;4;1;2;2;2;2;2;2;1;;;5;3;3;2;2;1;;;3;2;1;4;1;1;2;3;1;2;33729345,155718;13215495,0630608;38434986,0707912;19056393,9532222;28682242,4740766;0,879264257922035;28999,801714008
"1913";35;2;1;1;4;1;2;2;5;2;2;1;2;23;2;;;2;1;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;2;2;3;3;1;2;2;2;2;2;2;2;2;1;;2;1;2;2;1;;;3;2;3;3;2;2;1;2;1;2;33729345,155718;13215495,0630608;26621802,0272178;23063521,2050712;28682242,4740766;0,879264257922035;30745,3122726895
"1914";35;2;5;97;97;2;2;2;1;1;1;3;1;35;2;;;1;1;97;1;1;1;1;1;1;1;1;2;2;1;1;2;1;4;2;1;1;;2;2;2;2;2;2;2;2;2;;1;2;1;;;;;3;5;1;1;3;2;1;1;1;2;33729345,155718;18051853,6107218;38434986,0707912;19816630,074653;28682242,4740766;0,879264257922035;112494,603834099
"1915";35;1;2;1;6;1;1;2;5;1;1;1;2;35;1;1;3;2;1;1;2;2;1;2;1;1;2;2;2;2;1;2;1;2;4;2;3;4;2;2;2;2;2;2;2;1;;;4;2;4;2;6;1;;;3;5;3;4;1;1;3;2;1;2;33729345,155718;18051853,6107218;26621802,0272178;19056393,9532222;28682242,4740766;2,63779277376611;94404,2209419378
"1916";41;3;5;1;2;2;1;2;3;1;1;1;3;41;1;1;2;2;1;1;1;1;1;2;2;1;2;2;1;2;2;2;2;1;1;1;1;4;1;2;2;2;2;2;2;1;;;2;1;3;2;2;2;1;1;4;4;1;4;1;1;2;1;2;2;12930544,5058041;4412989,44798431;18888615,4929057;6035664,3758086;10940047,4281071;0,572897660758402;21617,2840219684
"1917";23;3;5;2;1;1;1;2;3;1;1;1;3;23;1;3;2;2;1;1;1;1;1;1;2;1;1;2;1;1;1;2;2;2;2;1;3;4;2;2;2;2;2;2;2;2;2;2;;1;2;2;4;2;1;4;2;1;3;4;3;2;1;1;2;2;24016636,1990366;12114338,2670676;28042475,6364488;6955158,89754272;14254145,2017422;0,226843389045779;13428,3127977354
"1918";50;2;3;2;2;2;1;2;5;1;2;1;3;50;2;;;2;2;1;1;97;1;1;2;1;2;2;1;1;2;2;3;1;4;1;3;3;1;2;2;2;2;2;2;1;;;1;4;97;1;;;;;5;1;3;3;1;1;97;3;1;3;6786894,40292303;3337980,36993214;7038914,08024251;3563234,29696145;5238381,45095394;0,441964503766641;50699,5089725368
"1919";31;3;5;2;2;2;1;1;4;1;1;1;2;31;1;3;2;2;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;4;1;2;2;2;2;2;2;2;2;2;;1;3;2;5;1;;;3;5;1;4;3;2;2;1;1;1;33729345,155718;18051853,6107218;38434986,0707912;19056393,9532222;14864998,1397709;1,10253627054087;76828,9942703452
"1920";33;3;5;3;1;2;2;2;5;2;1;2;2;33;1;1;2;1;2;1;2;2;1;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;5;2;2;4;1;;;3;3;2;1;2;2;1;3;1;1;33729345,155718;13074442,5753399;7120100,46124758;19816630,074653;14864998,1397709;1,32405784274821;212505,282837769
"1921";41;2;4;1;2;1;1;1;5;3;1;1;3;41;1;3;3;2;2;1;2;2;1;2;2;2;1;1;1;2;1;2;1;1;2;2;1;4;1;2;2;2;2;2;2;1;;;1;2;5;2;4;1;;;4;3;1;4;1;1;3;2;1;2;11713407,8682251;4413565,07719106;18888615,4929057;6035664,3758086;10940047,4281071;0,572897660758402;30706,5567490995
"1922";43;3;3;4;1;2;2;2;3;1;1;1;2;43;1;6;6;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;4;2;2;3;2;2;2;2;2;2;2;2;1;;3;5;97;2;2;1;;;4;4;2;2;1;1;97;3;1;3;11713407,8682251;4412989,44798431;1010899,68520635;4158783,67245696;4600442,13009103;0,564908781376151;15877,4073035301
"1923";29;2;5;1;1;2;1;2;4;1;1;1;3;29;1;5;4;2;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;1;3;4;2;2;2;2;2;2;2;1;;;6;4;97;2;3;2;2;6;2;1;3;4;1;1;97;3;2;3;24016636,1990366;12114338,2670676;28042475,6364488;6955158,89754272;10843662,275684;0,642135281150684;26258,9076129349
"1924";43;2;5;2;2;3;2;2;3;2;2;1;3;43;1;3;5;2;2;1;1;1;1;2;2;1;2;2;97;2;2;97;2;1;3;1;3;4;1;2;2;2;2;2;2;1;;;2;2;97;2;4;1;;;4;2;3;4;1;1;97;2;1;2;12930544,5058041;4325648,00057885;4529896,19224138;6035664,3758086;10940047,4281071;0,621399659513766;18024,3568207035
"1925";50;1;1;2;1;2;2;2;2;1;2;97;2;50;1;3;2;2;2;1;1;2;1;2;2;1;2;1;2;2;1;2;2;2;1;1;3;2;2;2;2;2;2;2;2;2;2;2;;1;2;2;5;1;;;5;1;3;1;3;2;1;1;1;2;6786894,40292303;3337980,36993214;7038914,08024251;3904767,922918;3641997,23256681;0,441964503766641;183869,059094314
"1926";42;2;5;2;1;2;2;2;3;1;1;1;2;42;2;;;2;1;1;1;2;1;2;1;1;2;2;1;2;1;2;2;2;4;2;3;2;2;2;2;2;2;2;2;1;;;5;4;2;2;4;1;;;4;3;3;1;1;1;1;3;1;3;11713407,8682251;4413565,07719106;4529896,19224138;7704240,77803519;4600442,13009103;0,180929979792903;17073,7683433591
"1927";33;3;3;2;1;2;2;2;3;2;2;1;2;33;1;2;7;2;1;2;1;1;1;2;2;1;1;2;1;2;1;2;2;2;4;1;2;3;1;1;2;2;1;2;2;2;1;;7;1;97;2;6;1;;;3;5;2;3;1;1;97;1;1;3;39313715,0641353;18051853,6107218;7120100,46124758;23063521,2050712;29495819,6060058;0,126100746928401;7231,74039953139
"1928";33;1;3;2;2;1;2;2;5;1;1;1;3;33;2;;;2;1;1;1;1;1;1;2;1;2;2;1;1;2;1;1;1;4;1;1;3;1;2;2;2;2;2;2;1;;;5;4;5;2;2;1;;;3;2;1;3;1;1;3;3;1;3;39313715,0641353;13215495,0630608;38434986,0707912;23063521,2050712;29495819,6060058;0,662028921374107;28629,5433424503
