"ID";"P01";"P02";"P03";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_1";"P13_2";"P13_3";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"VD_P19";"VD_IDADE";"VD_ESCOLARIDADE";"VD_RENDA";"VD_TIPOTEL";"W1";"W2"
"159";5;2;1;3;3;1;4;1;3;1;2;5;1;2;1;3;3;5;1;1;1;1;2;1;1;5;5;2;3;3;3;1;"3";"0.335748829390731";"40874.1333333333"
"160";5;2;1;2;3;2;4;4;3;2;2;3;97;2;2;2;2;3;5;2;1;2;97;1;1;3;5;2;3;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"161";5;2;1;3;3;3;5;2;2;1;3;3;1;2;2;2;2;5;5;2;1;2;1;1;1;5;6;2;3;3;4;1;"3";"0.335748829390731";"40874.1333333333"
"162";5;2;1;2;3;1;6;2;3;1;2;3;1;2;1;2;2;3;5;2;1;2;2;2;1;2;4;1;3;1;2;1;"3";"0.335748829390731";"40874.1333333333"
"163";17;2;1;3;3;3;4;2;3;2;3;5;2;2;2;3;3;5;1;2;1;1;1;1;1;3;5;2;3;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"164";17;2;1;3;3;3;6;2;1;2;2;5;1;2;2;2;2;3;8;2;2;;;;1;6;3;2;2;4;2;1;"3";"0.335748829390731";"40874.1333333333"
"165";17;2;1;2;2;3;4;4;2;97;3;5;1;2;1;2;2;5;11;2;2;;;;1;5;1;2;1;3;1;1;"3";"0.335748829390731";"40874.1333333333"
"166";17;2;1;2;2;2;5;2;3;1;2;3;1;2;2;2;2;3;1;2;1;1;2;1;1;5;5;2;3;3;3;1;"3";"0.335748829390731";"40874.1333333333"
"167";17;2;1;2;2;2;5;1;3;1;1;2;1;1;1;1;1;1;11;2;1;1;2;2;1;7;3;2;1;4;2;1;"3";"0.335748829390731";"40874.1333333333"
"168";17;2;1;3;3;2;6;2;1;1;3;5;1;2;2;2;3;4;1;2;2;;;;1;5;5;2;3;3;3;1;"3";"0.335748829390731";"40874.1333333333"
"169";17;2;1;2;3;3;4;3;97;1;1;5;1;2;2;3;2;5;1;2;1;2;1;1;1;6;6;3;3;4;4;2;"3";"0.335748829390731";"40874.1333333333"
"170";17;2;1;3;3;2;1;2;97;1;1;5;1;2;2;3;3;5;1;97;1;1;1;2;1;3;6;1;3;1;4;1;"3";"0.335748829390731";"40874.1333333333"
"171";17;2;1;97;3;97;1;4;2;1;1;4;1;2;2;3;2;4;1;2;2;;;;1;5;5;1;3;3;3;1;"3";"0.335748829390731";"40874.1333333333"
"172";17;2;1;2;2;1;4;1;3;1;2;5;1;2;2;3;3;5;1;2;1;2;2;2;1;1;5;2;3;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"173";17;2;1;3;3;1;5;3;2;1;1;5;1;2;2;3;3;4;6;2;2;;;;1;4;5;2;2;2;3;1;"3";"0.335748829390731";"40874.1333333333"
"174";17;2;1;3;3;2;5;2;1;2;1;3;1;2;2;3;2;3;6;1;1;1;2;2;1;6;5;1;2;4;3;1;"3";"0.335748829390731";"40874.1333333333"
"175";6;2;1;2;3;2;6;1;97;1;1;5;1;2;1;2;3;3;1;2;1;1;2;2;1;5;5;2;3;3;3;1;"3";"0.335748829390731";"40874.1333333333"
"176";6;2;1;1;3;3;3;2;97;1;1;5;2;2;2;3;3;5;3;2;1;2;2;1;1;4;6;2;3;2;4;1;"3";"0.335748829390731";"40874.1333333333"
"177";6;2;1;2;3;1;1;2;1;1;1;3;1;2;1;2;2;3;3;2;1;2;1;2;1;3;4;2;3;1;2;1;"3";"0.335748829390731";"40874.1333333333"
"178";6;2;1;2;3;1;4;4;3;1;1;5;1;2;2;3;2;3;6;1;2;;;;1;5;5;2;2;3;3;1;"3";"0.335748829390731";"40874.1333333333"
"179";6;2;1;3;2;3;4;3;1;1;1;4;1;2;1;2;2;4;6;97;2;;;;1;5;5;2;2;3;3;1;"3";"0.335748829390731";"40874.1333333333"
"180";6;2;1;2;3;3;97;2;97;1;97;4;1;2;2;2;3;3;97;2;1;1;97;2;1;4;6;1;97;2;4;1;"3";"0.335748829390731";"40874.1333333333"
"181";6;2;1;2;2;3;2;2;3;1;3;5;1;2;2;3;3;5;1;2;2;;;;1;4;5;2;3;2;3;1;"3";"0.335748829390731";"40874.1333333333"
"182";26;2;1;2;2;2;4;4;3;1;2;4;1;2;2;3;2;4;2;2;1;1;2;1;1;6;5;2;3;4;3;1;"3";"0.335748829390731";"40874.1333333333"
"183";10;2;1;2;1;2;5;4;3;2;2;5;1;2;2;2;2;3;7;2;1;1;2;2;1;3;6;2;2;1;4;1;"3";"0.335748829390731";"40874.1333333333"
"184";15;2;1;1;3;3;2;4;1;1;1;5;1;2;2;2;2;5;11;2;2;;;;1;4;4;2;1;2;2;1;"3";"0.335748829390731";"40874.1333333333"
"185";20;2;1;3;3;1;6;4;97;1;3;5;1;2;2;3;3;5;1;2;1;1;2;2;1;7;5;4;3;4;3;3;"3";"0.335748829390731";"40874.1333333333"
"186";18;2;1;2;2;3;5;4;1;2;1;4;2;2;2;3;2;3;7;2;1;2;1;2;1;4;5;2;2;2;3;1;"3";"0.335748829390731";"40874.1333333333"
"187";18;2;1;2;2;1;1;2;3;2;1;3;1;2;2;2;1;3;1;2;1;2;2;1;1;3;5;2;3;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"188";18;2;2;3;3;3;5;2;97;1;2;5;1;2;1;2;2;5;6;2;2;;;;1;7;7;3;2;4;4;2;"1";"0.0480675197774765";"5851.75"
"189";17;2;2;3;3;3;5;4;97;2;3;5;2;2;2;3;3;5;1;1;1;1;2;2;1;5;7;2;3;3;4;1;"1";"0.0480675197774765";"5851.75"
"190";10;2;2;3;3;1;6;2;2;1;1;5;1;2;1;3;3;5;1;2;1;1;2;2;1;4;7;3;3;2;4;2;"1";"0.0480675197774765";"5851.75"
"191";10;2;2;3;3;1;4;2;3;1;1;3;1;2;1;2;2;2;8;2;1;1;97;1;1;5;7;2;2;3;4;1;"1";"0.0480675197774765";"5851.75"
"192";20;2;2;2;2;1;5;4;97;1;2;5;1;2;2;3;3;5;1;2;1;1;1;1;1;4;7;3;3;2;4;2;"2";"2.01620112189704";"245452.75"
"193";17;2;2;3;3;3;4;2;97;1;1;5;1;1;2;3;3;4;1;2;1;2;1;1;1;4;7;2;3;2;4;1;"2";"2.01620112189704";"245452.75"
"194";15;2;2;3;3;1;97;3;2;1;1;3;1;2;1;2;2;3;11;1;1;2;2;1;1;6;7;2;1;4;4;1;"2";"2.01620112189704";"245452.75"
"195";10;2;2;3;2;3;4;1;1;1;1;4;1;2;2;3;3;5;5;2;2;;;;1;5;7;3;3;3;4;2;"2";"2.01620112189704";"245452.75"
"196";6;2;1;2;2;2;1;2;1;1;2;5;1;1;1;2;2;3;5;2;1;2;2;1;1;4;7;97;3;2;4;97;"3";"0.142148964222109";"17305.2448979592"
"197";10;2;1;2;3;3;3;1;3;1;1;4;1;2;2;3;3;4;1;2;1;2;2;2;1;4;7;5;3;2;4;3;"3";"0.142148964222109";"17305.2448979592"
"198";10;2;1;3;3;3;6;2;3;1;2;5;1;2;1;3;3;5;1;2;2;;;;1;5;7;2;3;3;4;1;"3";"0.142148964222109";"17305.2448979592"
"199";15;2;1;2;3;1;5;3;97;1;1;5;1;2;97;2;2;3;7;2;1;97;2;1;1;6;7;2;2;4;4;1;"3";"0.142148964222109";"17305.2448979592"
"200";15;2;1;3;3;2;4;1;3;1;97;5;1;1;1;3;3;4;4;2;1;2;1;2;1;4;7;97;3;2;4;97;"3";"0.142148964222109";"17305.2448979592"
"201";15;2;1;3;3;1;5;1;1;1;1;1;1;2;1;2;3;3;6;2;1;1;2;1;1;3;7;2;2;1;4;1;"3";"0.142148964222109";"17305.2448979592"
"202";2;2;1;2;3;1;4;2;1;1;1;5;1;1;1;3;3;5;1;2;1;1;1;1;1;3;7;3;3;1;4;2;"3";"0.142148964222109";"17305.2448979592"
"203";2;2;1;3;3;3;4;1;97;1;1;5;1;1;1;3;3;5;1;2;1;2;2;1;1;3;7;2;3;1;4;1;"3";"0.142148964222109";"17305.2448979592"
"204";2;2;1;3;3;3;2;1;3;1;3;3;1;2;2;3;3;3;5;2;2;;;;1;6;7;3;3;4;4;2;"3";"0.142148964222109";"17305.2448979592"
"205";18;2;1;2;3;3;4;1;3;1;2;5;1;2;2;3;3;4;1;2;1;2;2;2;1;4;7;3;3;2;4;2;"3";"0.142148964222109";"17305.2448979592"
"206";20;2;1;3;3;2;4;1;2;1;1;5;1;2;2;3;2;5;8;1;1;2;2;1;1;4;7;2;2;2;4;1;"3";"0.142148964222109";"17305.2448979592"
"207";20;2;1;3;3;2;2;4;1;1;1;5;1;2;2;2;2;3;2;2;1;1;1;1;1;5;7;3;3;3;4;2;"3";"0.142148964222109";"17305.2448979592"
"208";10;2;1;2;3;97;5;4;97;97;97;5;2;2;2;3;3;97;97;2;2;;;;1;6;7;97;97;4;4;97;"3";"0.142148964222109";"17305.2448979592"
"209";6;2;1;2;3;2;3;2;3;1;2;4;1;2;2;2;3;3;3;2;1;2;2;2;1;4;7;2;3;2;4;1;"3";"0.142148964222109";"17305.2448979592"
"210";5;2;1;3;3;2;6;2;2;1;2;3;1;2;2;3;3;4;3;1;2;;;;1;3;7;2;3;1;4;1;"3";"0.142148964222109";"17305.2448979592"
"211";10;2;1;3;3;3;5;2;1;1;1;5;1;2;1;3;2;3;1;2;1;2;1;1;1;6;7;2;3;4;4;1;"3";"0.142148964222109";"17305.2448979592"
"212";6;2;1;3;2;2;5;2;3;1;1;5;1;2;2;2;3;4;4;2;1;2;2;1;1;4;7;2;3;2;4;1;"3";"0.142148964222109";"17305.2448979592"
"213";5;2;1;3;3;3;4;1;3;3;3;5;1;2;2;3;3;5;1;2;1;2;1;2;1;6;7;3;3;4;4;2;"3";"0.142148964222109";"17305.2448979592"
"214";5;2;1;3;3;3;4;1;3;1;1;5;1;2;2;3;3;5;1;1;1;1;1;1;1;5;7;2;3;3;4;1;"3";"0.142148964222109";"17305.2448979592"
"215";5;2;1;2;2;1;5;2;3;2;1;3;2;2;1;1;2;3;6;2;2;;;;1;4;7;2;2;2;4;1;"3";"0.142148964222109";"17305.2448979592"
"216";5;2;1;3;3;3;4;2;3;1;1;5;1;1;1;2;1;3;4;1;2;;;;1;4;7;4;3;2;4;3;"3";"0.142148964222109";"17305.2448979592"
"217";5;2;1;97;3;97;1;1;97;1;2;4;1;1;2;3;3;4;7;1;97;2;97;1;1;3;7;1;2;1;4;1;"3";"0.142148964222109";"17305.2448979592"
"218";5;2;1;3;2;3;4;3;97;1;2;5;1;2;1;3;3;4;2;2;1;2;1;2;1;4;7;97;3;2;4;97;"3";"0.142148964222109";"17305.2448979592"
"219";5;2;1;1;1;2;4;2;3;1;3;5;1;2;2;3;3;5;1;1;1;1;2;2;1;3;7;3;3;1;4;2;"3";"0.142148964222109";"17305.2448979592"
"220";5;2;1;3;3;2;1;1;3;1;1;5;1;1;2;3;3;4;2;2;1;2;1;2;1;5;7;1;3;3;4;1;"3";"0.142148964222109";"17305.2448979592"
"221";5;2;1;3;3;3;4;2;3;1;1;5;1;1;2;3;3;5;1;2;97;97;97;2;1;6;7;4;3;4;4;3;"3";"0.142148964222109";"17305.2448979592"
"222";5;2;1;1;2;97;4;1;97;1;1;3;1;2;2;2;2;3;7;2;1;2;1;2;1;5;7;3;2;3;4;2;"3";"0.142148964222109";"17305.2448979592"
"223";5;2;1;3;3;2;2;1;2;2;2;5;1;2;2;3;3;4;1;2;1;1;1;1;1;5;7;4;3;3;4;3;"3";"0.142148964222109";"17305.2448979592"
"224";5;2;1;3;3;2;1;2;3;1;1;5;1;2;1;3;3;4;4;2;1;2;1;1;1;7;7;3;3;4;4;2;"3";"0.142148964222109";"17305.2448979592"
"225";5;2;1;3;3;3;4;2;3;1;3;5;1;2;2;2;2;4;1;2;1;2;1;2;1;7;7;3;3;4;4;2;"3";"0.142148964222109";"17305.2448979592"
"226";17;2;1;1;1;2;4;1;1;1;1;4;1;2;2;3;3;4;2;1;1;1;1;2;1;4;7;2;3;2;4;1;"3";"0.142148964222109";"17305.2448979592"
"227";17;2;1;3;3;3;5;1;1;1;3;5;1;1;1;3;3;5;1;2;1;2;2;1;1;4;7;4;3;2;4;3;"3";"0.142148964222109";"17305.2448979592"
"228";17;2;1;3;3;3;4;1;3;1;1;5;1;2;1;2;2;4;4;1;1;2;2;1;1;5;7;97;3;3;4;97;"3";"0.142148964222109";"17305.2448979592"
"229";17;2;1;1;2;3;6;2;2;1;1;4;1;2;1;2;2;3;6;1;1;2;1;2;1;5;7;4;2;3;4;3;"3";"0.142148964222109";"17305.2448979592"
"230";17;2;1;2;2;1;5;2;3;1;1;3;2;2;1;2;2;3;5;1;1;2;1;1;1;3;7;2;3;1;4;1;"3";"0.142148964222109";"17305.2448979592"
"231";17;2;1;3;3;2;2;2;3;1;3;4;1;2;2;2;2;4;4;1;1;2;2;1;1;4;7;3;3;2;4;2;"3";"0.142148964222109";"17305.2448979592"
"232";17;2;1;3;3;2;3;2;1;1;1;4;1;1;2;3;3;4;1;2;1;2;2;1;1;3;7;2;3;1;4;1;"3";"0.142148964222109";"17305.2448979592"
"233";17;2;1;2;3;2;2;2;1;1;3;5;1;2;2;3;3;5;1;2;2;;;;1;4;7;4;3;2;4;3;"3";"0.142148964222109";"17305.2448979592"
"234";17;2;1;3;3;2;4;4;3;1;3;5;2;2;1;3;3;5;1;2;1;1;1;1;1;4;7;2;3;2;4;1;"3";"0.142148964222109";"17305.2448979592"
"235";6;2;1;2;3;1;2;2;2;1;1;3;1;1;1;2;2;3;6;2;1;1;1;1;1;3;7;2;2;1;4;1;"3";"0.142148964222109";"17305.2448979592"
"236";6;2;1;3;3;3;4;1;97;1;3;5;1;1;2;97;3;5;1;2;1;1;2;1;1;5;7;97;3;3;4;97;"3";"0.142148964222109";"17305.2448979592"
"237";6;2;1;2;1;3;3;1;2;1;1;5;1;2;2;3;2;5;6;1;1;2;2;1;1;5;7;97;2;3;4;97;"3";"0.142148964222109";"17305.2448979592"
"238";26;2;1;2;3;2;5;2;3;1;1;4;1;1;2;3;3;4;1;1;1;1;1;1;1;7;7;4;3;4;4;3;"3";"0.142148964222109";"17305.2448979592"
"239";26;2;1;3;3;2;1;2;1;1;3;5;1;2;1;3;3;5;1;2;1;1;2;2;1;3;7;2;3;1;4;1;"3";"0.142148964222109";"17305.2448979592"
"240";26;2;1;3;3;3;4;1;3;1;1;5;1;2;2;3;3;5;1;2;1;2;1;2;1;6;7;97;3;4;4;97;"3";"0.142148964222109";"17305.2448979592"
"241";10;2;1;3;3;1;97;4;97;1;1;5;2;2;2;3;3;4;2;2;1;1;1;1;1;5;7;2;3;3;4;1;"3";"0.142148964222109";"17305.2448979592"
"242";15;2;1;2;3;2;6;3;3;1;2;3;1;2;2;2;2;3;6;1;1;1;2;1;1;6;7;1;2;4;4;1;"3";"0.142148964222109";"17305.2448979592"
"243";15;2;1;3;3;2;4;4;3;1;1;5;1;1;2;3;2;3;4;1;1;1;2;1;1;5;7;3;3;3;4;2;"3";"0.142148964222109";"17305.2448979592"
"244";20;2;1;3;1;2;4;3;1;1;1;5;1;2;2;3;3;5;1;2;1;1;2;2;1;4;7;97;3;2;4;97;"3";"0.142148964222109";"17305.2448979592"
"245";2;2;2;3;3;2;5;4;97;1;3;5;1;2;2;3;2;3;6;2;1;2;97;1;2;7;2;2;2;4;1;1;"1";"0.461834727249164";"56223.8571428571"
"246";2;2;2;3;3;3;4;4;2;1;3;5;1;2;2;3;3;5;1;1;2;;;;2;4;2;2;3;2;1;1;"1";"0.461834727249164";"56223.8571428571"
"247";10;2;2;3;3;3;3;97;1;97;3;4;2;2;2;3;3;5;97;2;97;97;2;97;2;7;3;2;97;4;2;1;"1";"0.461834727249164";"56223.8571428571"
"248";10;2;2;3;3;1;5;2;1;1;1;5;1;2;1;3;3;5;11;1;1;2;2;1;2;4;3;2;1;2;2;1;"1";"0.461834727249164";"56223.8571428571"
"249";10;2;2;2;2;1;6;3;2;1;1;3;1;2;2;2;2;3;6;1;1;2;2;1;2;5;5;2;2;3;3;1;"1";"0.461834727249164";"56223.8571428571"
"250";15;2;2;3;3;3;5;4;97;97;3;5;1;2;2;3;3;5;1;2;1;2;2;2;2;1;5;1;3;1;3;1;"1";"0.461834727249164";"56223.8571428571"
"251";26;2;2;1;97;1;5;4;2;3;3;5;1;2;2;3;2;5;1;2;2;;;;2;3;5;2;3;1;3;1;"1";"0.461834727249164";"56223.8571428571"
"252";17;2;2;3;2;3;6;3;97;2;3;5;1;2;2;3;3;5;1;2;1;2;1;1;2;7;2;2;3;4;1;1;"2";"5.29441239713448";"644542.882352941"
"253";17;2;2;2;2;97;6;2;3;1;1;5;1;2;1;3;3;5;1;2;1;2;2;1;2;3;6;2;3;1;4;1;"2";"5.29441239713448";"644542.882352941"
"254";26;2;2;3;2;3;4;3;97;1;1;4;1;1;2;3;3;4;1;2;1;2;2;2;2;6;5;3;3;4;3;2;"2";"5.29441239713448";"644542.882352941"
"255";26;2;2;3;3;2;1;1;3;1;2;5;1;1;2;3;2;4;4;1;1;2;2;1;2;3;5;1;3;1;3;1;"2";"5.29441239713448";"644542.882352941"
"256";17;2;2;1;1;1;4;4;2;2;1;5;1;2;1;3;1;3;9;2;1;2;2;2;2;4;3;2;1;2;2;1;"2";"5.29441239713448";"644542.882352941"
"257";17;2;2;3;3;1;3;3;2;1;1;2;2;2;1;2;3;1;6;2;1;2;1;1;2;3;2;2;2;1;1;1;"2";"5.29441239713448";"644542.882352941"
"258";15;2;2;3;3;2;4;3;3;1;97;5;1;1;97;3;3;4;3;2;1;2;97;2;2;6;5;2;3;4;3;1;"2";"5.29441239713448";"644542.882352941"
"259";18;2;2;3;2;1;5;4;3;1;1;3;1;2;1;2;2;3;5;2;1;1;2;1;2;5;3;2;3;3;2;1;"2";"5.29441239713448";"644542.882352941"
"260";20;2;2;2;3;1;5;4;2;1;3;4;1;2;2;2;2;3;1;1;2;;;;2;4;1;2;3;2;1;1;"2";"5.29441239713448";"644542.882352941"
"261";15;2;2;2;2;1;6;3;2;97;1;3;1;2;1;2;2;4;1;2;2;;;;2;4;6;3;3;2;4;2;"2";"5.29441239713448";"644542.882352941"
"262";20;2;2;1;1;1;5;4;2;97;3;4;1;2;2;3;3;5;11;2;1;2;2;2;2;3;5;3;1;1;3;2;"2";"5.29441239713448";"644542.882352941"
"263";6;2;2;1;1;1;5;2;1;97;1;5;2;2;1;2;2;3;2;2;1;2;2;1;2;4;2;97;3;2;1;97;"2";"5.29441239713448";"644542.882352941"
"264";6;2;2;3;3;3;1;4;3;1;2;3;2;1;1;3;3;5;3;2;2;;;;2;3;2;1;3;1;1;1;"2";"5.29441239713448";"644542.882352941"
"265";10;2;2;3;2;3;5;4;3;2;3;5;1;2;2;3;3;5;1;2;2;;;;2;7;4;2;3;4;2;1;"2";"5.29441239713448";"644542.882352941"
"266";5;2;2;2;3;2;5;2;1;2;1;2;1;2;2;1;2;2;6;2;1;2;2;1;2;1;4;2;2;1;2;1;"2";"5.29441239713448";"644542.882352941"
"267";5;2;2;3;3;3;4;3;2;2;3;5;1;2;2;3;3;5;1;2;1;1;2;1;2;6;6;2;3;4;4;1;"2";"5.29441239713448";"644542.882352941"
"268";5;2;2;2;3;1;6;4;2;1;3;3;1;2;2;1;2;3;11;2;2;;;;2;4;5;2;1;2;3;1;"2";"5.29441239713448";"644542.882352941"
"269";26;2;1;2;2;3;4;1;97;1;97;5;1;2;2;3;3;5;1;2;1;2;1;1;2;5;5;4;3;3;3;3;"3";"0.251080024915032";"30566.5352112676"
"270";17;2;1;2;2;2;6;3;3;1;3;4;1;2;2;3;3;4;5;2;1;1;2;1;2;4;5;3;3;2;3;2;"3";"0.251080024915032";"30566.5352112676"
"271";6;2;1;3;3;1;4;4;1;1;3;3;1;2;1;2;3;5;1;2;1;1;2;1;2;2;5;1;3;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"272";6;2;1;2;3;2;4;2;2;2;1;5;1;2;2;3;2;3;1;2;1;2;2;2;2;3;6;2;3;1;4;1;"3";"0.251080024915032";"30566.5352112676"
"273";10;2;1;1;1;3;1;3;1;1;1;5;2;2;2;3;3;5;11;2;1;1;2;1;2;5;2;97;1;3;1;97;"3";"0.251080024915032";"30566.5352112676"
"274";5;2;1;1;1;2;6;3;3;2;2;2;1;2;2;2;3;3;5;2;1;1;1;1;2;2;4;2;3;1;2;1;"3";"0.251080024915032";"30566.5352112676"
"275";5;2;1;1;2;97;4;2;1;1;1;5;1;2;2;3;2;5;1;1;1;2;2;1;2;3;5;2;3;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"276";20;2;1;2;3;3;1;1;3;1;1;5;1;2;1;3;3;5;1;2;1;2;1;1;2;3;5;3;3;1;3;2;"3";"0.251080024915032";"30566.5352112676"
"277";15;2;1;2;3;3;2;1;2;2;1;4;1;2;2;2;3;3;7;2;1;2;1;2;2;1;4;1;2;1;2;1;"3";"0.251080024915032";"30566.5352112676"
"278";15;2;1;2;2;2;4;1;3;1;3;5;1;2;2;2;3;3;1;2;1;2;1;1;2;4;6;2;3;2;4;1;"3";"0.251080024915032";"30566.5352112676"
"279";15;2;1;2;3;3;6;2;3;1;2;4;1;2;2;3;3;4;3;1;1;2;1;1;2;2;6;1;3;1;4;1;"3";"0.251080024915032";"30566.5352112676"
"280";2;2;1;3;3;3;6;4;2;2;1;5;1;2;2;3;3;5;1;2;1;1;1;1;2;7;5;3;3;4;3;2;"3";"0.251080024915032";"30566.5352112676"
"281";2;2;1;3;3;3;5;4;2;2;3;5;1;2;2;3;3;5;1;2;1;97;2;97;2;7;5;3;3;4;3;2;"3";"0.251080024915032";"30566.5352112676"
"282";2;2;1;3;3;2;1;4;97;1;3;5;1;2;2;3;3;5;1;2;1;1;2;2;2;4;5;2;3;2;3;1;"3";"0.251080024915032";"30566.5352112676"
"283";18;2;1;2;3;1;4;1;3;1;1;5;1;2;2;3;3;5;3;2;1;2;1;1;2;6;6;4;3;4;4;3;"3";"0.251080024915032";"30566.5352112676"
"284";18;2;1;1;1;2;6;1;1;2;1;3;2;2;2;1;3;3;8;2;1;1;2;2;2;3;6;2;2;1;4;1;"3";"0.251080024915032";"30566.5352112676"
"285";18;2;1;2;3;3;1;2;2;3;1;3;1;1;1;3;2;3;1;2;1;2;2;1;2;1;4;1;3;1;2;1;"3";"0.251080024915032";"30566.5352112676"
"286";18;2;1;3;2;3;4;1;3;1;3;5;1;2;2;3;3;5;1;2;1;2;1;1;2;4;5;3;3;2;3;2;"3";"0.251080024915032";"30566.5352112676"
"287";20;2;1;3;3;3;4;4;1;1;1;5;1;2;2;3;3;5;1;2;2;;;;2;5;2;2;3;3;1;1;"3";"0.251080024915032";"30566.5352112676"
"288";20;2;1;2;3;1;1;3;3;1;1;2;1;2;1;2;1;2;6;1;1;1;2;1;2;4;5;1;2;2;3;1;"3";"0.251080024915032";"30566.5352112676"
"289";20;2;1;2;1;2;6;4;2;2;1;3;1;2;2;2;3;3;5;2;2;;;;2;3;5;2;3;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"290";10;2;1;1;2;1;1;3;3;1;1;5;1;2;1;3;3;5;1;2;1;2;1;2;2;4;5;3;3;2;3;2;"3";"0.251080024915032";"30566.5352112676"
"291";6;2;1;1;1;3;6;2;3;1;1;3;1;2;1;3;2;2;8;1;1;2;1;1;2;4;5;3;2;2;3;2;"3";"0.251080024915032";"30566.5352112676"
"292";10;2;1;2;2;1;2;2;3;1;1;3;1;2;1;2;2;3;9;2;1;2;1;1;2;3;5;2;1;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"293";6;2;1;3;3;2;6;2;2;1;1;4;1;2;1;1;3;4;6;2;1;2;1;2;2;3;5;2;2;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"294";6;2;1;3;3;3;2;3;1;2;2;4;2;2;2;2;3;4;6;2;1;1;2;2;2;3;5;2;2;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"295";10;2;1;3;3;2;1;2;1;1;2;5;1;2;1;3;2;5;1;1;1;2;2;1;2;4;5;1;3;2;3;1;"3";"0.251080024915032";"30566.5352112676"
"296";5;2;1;3;3;3;4;4;3;1;3;5;2;2;2;3;3;2;1;2;1;2;1;2;2;6;5;2;3;4;3;1;"3";"0.251080024915032";"30566.5352112676"
"297";10;2;1;2;3;2;4;2;3;1;1;4;1;2;1;3;2;4;4;2;1;2;1;2;2;4;5;2;3;2;3;1;"3";"0.251080024915032";"30566.5352112676"
"298";5;2;1;1;2;1;2;3;3;1;2;3;1;2;1;2;2;3;6;2;1;2;2;1;2;1;4;97;2;1;2;97;"3";"0.251080024915032";"30566.5352112676"
"299";5;2;1;3;3;2;4;1;3;1;1;4;1;2;2;3;3;4;1;2;1;2;1;1;2;4;6;3;3;2;4;2;"3";"0.251080024915032";"30566.5352112676"
"300";5;2;1;3;2;3;2;1;1;1;1;5;2;2;1;3;2;4;2;1;1;2;2;2;2;4;5;2;3;2;3;1;"3";"0.251080024915032";"30566.5352112676"
"301";5;2;1;1;1;2;4;2;3;1;1;3;1;2;2;3;3;5;2;1;1;2;1;2;2;4;6;3;3;2;4;2;"3";"0.251080024915032";"30566.5352112676"
"302";5;2;1;2;2;2;5;2;1;1;1;4;1;2;1;2;2;3;4;1;1;1;2;1;2;3;5;2;3;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"303";5;2;1;2;2;2;5;3;3;1;1;5;1;2;2;1;2;3;6;2;1;1;2;1;2;6;5;3;2;4;3;2;"3";"0.251080024915032";"30566.5352112676"
"304";5;2;1;3;3;3;2;2;1;1;1;4;1;2;1;3;2;3;1;2;2;;;;2;3;6;3;3;1;4;2;"3";"0.251080024915032";"30566.5352112676"
"305";5;2;1;2;2;1;5;2;2;1;1;3;1;1;2;2;2;3;8;2;1;2;1;1;2;6;5;2;2;4;3;1;"3";"0.251080024915032";"30566.5352112676"
"306";5;2;1;3;3;3;4;2;3;1;1;3;1;1;2;2;2;2;3;2;97;2;2;1;2;6;5;97;3;4;3;97;"3";"0.251080024915032";"30566.5352112676"
"307";5;2;1;3;3;3;5;2;3;1;2;4;1;1;1;2;2;3;6;1;1;1;2;2;2;4;5;2;2;2;3;1;"3";"0.251080024915032";"30566.5352112676"
"308";5;2;1;3;3;3;6;4;1;97;3;5;1;2;2;3;3;5;1;2;1;2;2;1;2;5;5;1;3;3;3;1;"3";"0.251080024915032";"30566.5352112676"
"309";5;2;1;3;3;2;4;3;1;1;3;5;1;2;2;3;3;5;3;2;1;1;2;1;2;5;5;3;3;3;3;2;"3";"0.251080024915032";"30566.5352112676"
"310";5;2;1;2;2;1;5;2;3;1;3;4;2;2;2;2;2;4;1;2;1;2;2;2;2;3;5;2;3;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"311";17;2;1;1;1;2;4;2;3;1;1;3;1;1;2;2;2;3;7;1;1;2;1;2;2;3;6;3;2;1;4;2;"3";"0.251080024915032";"30566.5352112676"
"312";10;2;1;3;3;1;1;2;97;1;3;3;1;2;2;2;3;5;3;2;1;1;2;1;2;1;4;2;3;1;2;1;"3";"0.251080024915032";"30566.5352112676"
"313";17;2;1;3;3;3;4;4;1;1;1;3;1;2;2;2;3;3;6;2;2;;;;2;2;5;2;2;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"314";17;2;1;2;2;2;4;3;3;1;3;5;1;2;1;3;3;5;2;1;1;1;2;2;2;6;5;3;3;4;3;2;"3";"0.251080024915032";"30566.5352112676"
